char,tex,pos,size,pos_off,pos_add,offset
校,0,"(0, 480)","(18, 17)","(16, 17)","(0, 0)",20
校,0,"(0, 480)","(18, 17)","(16, 17)","(0, 0)",20
校,0,"(0, 480)","(18, 17)","(16, 17)","(0, 0)",20
格,0,"(165, 130)","(17, 17)","(16, 17)","(0, 0)",20
案,0,"(108, 253)","(17, 17)","(16, 17)","(0, 0)",20
械,0,"(154, 55)","(18, 17)","(16, 17)","(0, 0)",20
棒,0,"(112, 55)","(18, 17)","(16, 17)","(0, 0)",20
棚,0,"(465, 163)","(17, 17)","(16, 17)","(0, 0)",20
検,0,"(490, 91)","(17, 17)","(16, 17)","(0, 0)",20
楽,0,"(117, 37)","(18, 17)","(16, 17)","(0, 0)",20
機,0,"(452, 0)","(17, 18)","(16, 17)","(0, 0)",20
次,0,"(198, 234)","(17, 17)","(16, 17)","(0, 0)",20
正,0,"(435, 270)","(17, 16)","(16, 17)","(0, 1)",20
武,0,"(57, 0)","(18, 18)","(16, 17)","(0, 0)",20
歩,0,"(108, 145)","(17, 17)","(16, 17)","(0, 0)",20
死,0,"(0, 146)","(17, 17)","(16, 17)","(0, 1)",20
残,0,"(171, 0)","(18, 18)","(16, 17)","(0, 0)",20
殺,0,"(180, 255)","(17, 17)","(16, 17)","(0, 0)",20
毒,0,"(447, 162)","(17, 17)","(16, 17)","(0, 0)",20
毛,0,"(223, 109)","(17, 17)","(16, 17)","(0, 0)",20
気,0,"(329, 180)","(17, 17)","(16, 17)","(0, 0)",20
水,0,"(284, 36)","(18, 17)","(16, 17)","(0, 0)",20
氷,0,"(131, 57)","(18, 17)","(16, 17)","(0, 0)",20
沈,0,"(265, 36)","(18, 17)","(16, 17)","(0, 0)",20
沙,0,"(293, 165)","(17, 17)","(16, 17)","(0, 0)",20
況,0,"(274, 182)","(17, 17)","(16, 17)","(0, 0)",20
法,0,"(128, 129)","(17, 17)","(16, 17)","(0, 0)",20
波,0,"(36, 111)","(17, 17)","(16, 17)","(0, 0)",20
注,0,"(321, 0)","(17, 18)","(16, 17)","(0, 0)",20
洋,0,"(36, 219)","(17, 17)","(16, 17)","(0, 0)",20
消,0,"(72, 218)","(17, 17)","(16, 17)","(0, 0)",20
済,0,"(493, 199)","(17, 17)","(16, 17)","(0, 0)",20
港,0,"(90, 128)","(17, 17)","(16, 17)","(0, 0)",20
準,0,"(470, 55)","(18, 17)","(16, 17)","(0, 0)",20
漱,0,"(376, 18)","(18, 17)","(16, 17)","(0, 0)",20
火,0,"(238, 162)","(17, 17)","(16, 17)","(0, 0)",20
点,0,"(163, 480)","(17, 17)","(16, 17)","(0, 0)",20
点,0,"(163, 480)","(17, 17)","(16, 17)","(0, 0)",20
点,0,"(163, 480)","(17, 17)","(16, 17)","(0, 0)",20
無,0,"(205, 108)","(17, 17)","(16, 17)","(0, 0)",20
熱,0,"(19, 57)","(18, 17)","(16, 17)","(0, 0)",20
燭,0,"(377, 72)","(18, 17)","(16, 17)","(0, 0)",20
片,0,"(0, 272)","(15, 17)","(16, 17)","(1, 0)",20
版,0,"(303, 55)","(17, 18)","(16, 17)","(0, 0)",20
物,0,"(191, 74)","(17, 18)","(16, 17)","(0, 0)",20
特,0,"(389, 90)","(17, 18)","(16, 17)","(0, 0)",20
状,0,"(93, 55)","(18, 17)","(16, 17)","(0, 0)",20
狩,0,"(415, 72)","(18, 17)","(16, 17)","(0, 0)",20
独,0,"(54, 128)","(17, 17)","(16, 17)","(0, 0)",20
獄,0,"(0, 38)","(18, 17)","(16, 17)","(0, 0)",20
玄,0,"(488, 271)","(17, 16)","(16, 17)","(0, 0)",20
王,0,"(198, 305)","(17, 16)","(16, 17)","(0, 1)",20
珈,0,"(93, 73)","(17, 18)","(16, 17)","(0, 0)",20
現,0,"(18, 165)","(17, 17)","(16, 17)","(0, 0)",20
球,0,"(74, 56)","(18, 17)","(16, 17)","(0, 0)",20
理,0,"(162, 290)","(17, 16)","(16, 17)","(0, 1)",20
琲,0,"(0, 92)","(17, 17)","(16, 17)","(0, 0)",20
琴,0,"(308, 234)","(17, 17)","(16, 17)","(0, 0)",20
瓦,0,"(125, 290)","(17, 16)","(16, 17)","(0, 1)",20
瓶,0,"(136, 38)","(17, 18)","(16, 17)","(0, 0)",20
用,0,"(0, 290)","(16, 17)","(16, 17)","(0, 0)",20
男,0,"(108, 288)","(16, 17)","(16, 17)","(0, 0)",20
留,0,"(234, 216)","(17, 17)","(16, 17)","(0, 0)",20
番,0,"(241, 126)","(17, 17)","(16, 17)","(0, 0)",20
病,0,"(19, 0)","(18, 18)","(16, 17)","(0, 0)",20
発,0,"(462, 181)","(17, 17)","(16, 17)","(0, 0)",20
白,0,"(249, 335)","(15, 16)","(16, 17)","(1, 0)",20
皿,0,"(196, 338)","(17, 15)","(16, 17)","(0, 1)",20
盟,0,"(0, 128)","(17, 17)","(16, 17)","(0, 0)",20
目,0,"(466, 322)","(14, 16)","(16, 17)","(1, 1)",20
直,0,"(453, 91)","(17, 17)","(16, 17)","(0, 0)",20
相,0,"(437, 234)","(17, 17)","(16, 17)","(0, 0)",20
真,0,"(303, 93)","(17, 17)","(16, 17)","(0, 0)",20
石,0,"(144, 271)","(17, 16)","(16, 17)","(0, 1)",20
研,0,"(162, 220)","(17, 17)","(16, 17)","(0, 1)",20
硝,0,"(433, 0)","(18, 17)","(16, 17)","(0, 0)",20
示,0,"(72, 111)","(18, 16)","(16, 17)","(0, 1)",20
神,0,"(129, 93)","(17, 17)","(16, 17)","(0, 0)",20
私,0,"(147, 109)","(17, 17)","(16, 17)","(0, 0)",20
科,0,"(288, 237)","(17, 17)","(16, 17)","(0, 0)",20
移,0,"(276, 146)","(17, 17)","(16, 17)","(0, 0)",20
究,0,"(326, 234)","(17, 17)","(16, 17)","(0, 0)",20
空,0,"(108, 163)","(17, 17)","(16, 17)","(0, 0)",20
窓,0,"(18, 147)","(17, 17)","(16, 17)","(0, 0)",20
立,0,"(90, 272)","(17, 16)","(16, 17)","(0, 0)",20
章,0,"(72, 200)","(17, 17)","(16, 17)","(0, 0)",20
端,0,"(126, 183)","(17, 17)","(16, 17)","(0, 0)",20
笥,0,"(312, 162)","(17, 17)","(16, 17)","(0, 0)",20
第,0,"(313, 144)","(17, 17)","(16, 17)","(0, 0)",20
筆,0,"(483, 73)","(18, 17)","(16, 17)","(0, 0)",20
筒,0,"(375, 109)","(17, 17)","(16, 17)","(0, 0)",20
管,0,"(198, 198)","(17, 17)","(16, 17)","(0, 0)",20
箪,0,"(489, 109)","(17, 17)","(16, 17)","(0, 0)",20
箱,0,"(295, 129)","(17, 17)","(16, 17)","(0, 0)",20
籠,0,"(239, 144)","(17, 17)","(16, 17)","(0, 0)",20
籾,0,"(283, 0)","(18, 17)","(16, 17)","(0, 0)",20
約,0,"(54, 182)","(17, 17)","(16, 17)","(0, 0)",20
紅,0,"(237, 180)","(17, 17)","(16, 17)","(0, 0)",20
細,0,"(332, 90)","(18, 17)","(16, 17)","(0, 0)",20
紳,0,"(461, 144)","(17, 17)","(16, 17)","(0, 0)",20
紹,0,"(396, 72)","(18, 17)","(16, 17)","(0, 0)",20
終,0,"(321, 19)","(18, 17)","(16, 17)","(0, 0)",20
続,0,"(395, 0)","(18, 17)","(16, 17)","(0, 0)",20
緑,0,"(248, 72)","(18, 17)","(16, 17)","(0, 0)",20
織,0,"(18, 237)","(17, 17)","(16, 17)","(0, 0)",20
置,0,"(438, 216)","(17, 17)","(16, 17)","(0, 0)",20
義,0,"(38, 0)","(18, 18)","(16, 17)","(0, 0)",20
羽,0,"(252, 233)","(17, 17)","(16, 17)","(0, 0)",20
者,0,"(351, 90)","(18, 17)","(16, 17)","(0, 0)",20
聖,0,"(127, 480)","(17, 17)","(16, 17)","(0, 0)",20
聖,0,"(127, 480)","(17, 17)","(16, 17)","(0, 0)",20
聖,0,"(127, 480)","(17, 17)","(16, 17)","(0, 0)",20
聞,0,"(180, 183)","(17, 17)","(16, 17)","(0, 0)",20
職,0,"(402, 182)","(17, 17)","(16, 17)","(0, 0)",20
肩,0,"(90, 218)","(17, 17)","(16, 17)","(0, 1)",20
能,0,"(360, 253)","(17, 17)","(16, 17)","(0, 0)",20
脅,0,"(90, 146)","(17, 17)","(16, 17)","(0, 0)",20
腕,0,"(0, 254)","(17, 17)","(16, 17)","(0, 0)",20
自,0,"(497, 145)","(14, 17)","(16, 17)","(1, 0)",20
船,0,"(173, 19)","(17, 18)","(16, 17)","(0, 0)",20
色,0,"(98, 37)","(18, 17)","(16, 17)","(0, 0)",20
花,0,"(216, 235)","(17, 17)","(16, 17)","(0, 0)",20
茶,0,"(480, 181)","(17, 17)","(16, 17)","(0, 0)",20
葉,0,"(455, 235)","(17, 17)","(16, 17)","(0, 0)",20
蓄,0,"(348, 162)","(17, 17)","(16, 17)","(0, 0)",20
薬,0,"(0, 74)","(18, 17)","(16, 17)","(0, 0)",20
蝋,0,"(354, 126)","(17, 17)","(16, 17)","(0, 0)",20
行,0,"(376, 0)","(18, 17)","(16, 17)","(0, 0)",20
街,0,"(56, 92)","(17, 17)","(16, 17)","(0, 0)",20
表,0,"(73, 480)","(17, 17)","(16, 17)","(0, 0)",20
表,0,"(73, 480)","(17, 17)","(16, 17)","(0, 0)",20
表,0,"(73, 480)","(17, 17)","(16, 17)","(0, 0)",20
被,0,"(173, 57)","(17, 18)","(16, 17)","(0, 0)",20
裁,0,"(429, 145)","(17, 17)","(16, 17)","(0, 0)",20
装,0,"(358, 54)","(18, 17)","(16, 17)","(0, 0)",20
補,0,"(19, 480)","(17, 18)","(16, 17)","(0, 0)",20
補,0,"(19, 480)","(17, 18)","(16, 17)","(0, 0)",20
補,0,"(19, 480)","(17, 18)","(16, 17)","(0, 0)",20
製,0,"(74, 38)","(18, 17)","(16, 17)","(0, 0)",20
要,0,"(144, 288)","(17, 16)","(16, 17)","(0, 1)",20
覆,0,"(0, 56)","(18, 17)","(16, 17)","(0, 0)",20
見,0,"(216, 253)","(17, 17)","(16, 17)","(0, 0)",20
覚,0,"(54, 146)","(17, 17)","(16, 17)","(0, 0)",20
覧,0,"(216, 217)","(17, 17)","(16, 17)","(0, 0)",20
覺,0,"(37, 38)","(17, 18)","(16, 17)","(0, 0)",20
解,0,"(247, 90)","(18, 17)","(16, 17)","(0, 0)",20
言,0,"(311, 180)","(17, 17)","(16, 17)","(0, 0)",20
訃,0,"(456, 217)","(17, 17)","(16, 17)","(0, 0)",20
計,0,"(472, 253)","(17, 17)","(16, 17)","(0, 0)",20
記,0,"(18, 219)","(17, 17)","(16, 17)","(0, 0)",20
設,0,"(434, 56)","(18, 17)","(16, 17)","(0, 0)",20
訴,0,"(91, 480)","(17, 17)","(16, 17)","(0, 0)",20
訴,0,"(91, 480)","(17, 17)","(16, 17)","(0, 0)",20
訴,0,"(91, 480)","(17, 17)","(16, 17)","(0, 0)",20
診,0,"(108, 181)","(17, 17)","(16, 17)","(0, 0)",20
証,0,"(98, 19)","(18, 17)","(16, 17)","(0, 0)",20
試,0,"(36, 19)","(17, 18)","(16, 17)","(0, 0)",20
話,0,"(227, 18)","(18, 17)","(16, 17)","(0, 0)",20
該,0,"(36, 165)","(17, 17)","(16, 17)","(0, 0)",20
誘,0,"(310, 198)","(17, 17)","(16, 17)","(0, 0)",20
説,0,"(0, 0)","(18, 18)","(16, 17)","(0, 0)",20
調,0,"(0, 218)","(17, 17)","(16, 17)","(0, 0)",20
談,0,"(302, 0)","(18, 17)","(16, 17)","(0, 0)",20
論,0,"(367, 145)","(17, 17)","(16, 17)","(0, 0)",20
謎,0,"(400, 218)","(17, 17)","(16, 17)","(0, 0)",20
警,0,"(339, 54)","(18, 17)","(16, 17)","(0, 0)",20
護,0,"(283, 18)","(18, 17)","(16, 17)","(0, 0)",20
豆,0,"(306, 270)","(17, 16)","(16, 17)","(0, 1)",20
資,0,"(95, 0)","(18, 18)","(16, 17)","(0, 0)",20
賞,0,"(269, 306)","(16, 17)","(16, 17)","(0, 0)",20
質,0,"(54, 110)","(17, 17)","(16, 17)","(0, 0)",20
購,0,"(19, 38)","(17, 18)","(16, 17)","(0, 0)",20
赤,0,"(489, 55)","(18, 17)","(16, 17)","(0, 0)",20
起,0,"(37, 480)","(17, 18)","(16, 17)","(0, 0)",20
起,0,"(37, 480)","(17, 18)","(16, 17)","(0, 0)",20
起,0,"(37, 480)","(17, 18)","(16, 17)","(0, 0)",20
跡,0,"(209, 72)","(18, 17)","(16, 17)","(0, 0)",20
身,0,"(306, 252)","(17, 17)","(16, 17)","(0, 0)",20
転,0,"(330, 162)","(17, 17)","(16, 17)","(0, 0)",20
輩,0,"(407, 108)","(17, 17)","(16, 17)","(0, 0)",20
輪,0,"(18, 255)","(17, 17)","(16, 17)","(0, 0)",20
辞,0,"(36, 93)","(17, 17)","(16, 17)","(0, 0)",20
返,0,"(443, 127)","(17, 17)","(16, 17)","(0, 0)",20
迫,0,"(72, 146)","(17, 17)","(16, 17)","(0, 0)",20
追,0,"(72, 164)","(17, 17)","(16, 17)","(0, 0)",20
送,0,"(54, 19)","(17, 18)","(16, 17)","(0, 0)",20
逃,0,"(90, 164)","(17, 17)","(16, 17)","(0, 0)",20
逆,0,"(470, 18)","(17, 18)","(16, 17)","(0, 0)",20
通,0,"(221, 127)","(17, 17)","(16, 17)","(0, 0)",20
連,0,"(126, 165)","(17, 17)","(16, 17)","(0, 0)",20
逸,0,"(72, 182)","(17, 17)","(16, 17)","(0, 0)",20
選,0,"(183, 147)","(17, 17)","(16, 17)","(0, 0)",20
遺,0,"(36, 255)","(17, 17)","(16, 17)","(0, 0)",20
還,0,"(0, 110)","(17, 17)","(16, 17)","(0, 0)",20
郎,0,"(173, 38)","(17, 18)","(16, 17)","(0, 0)",20
部,0,"(126, 255)","(17, 17)","(16, 17)","(0, 0)",20
都,0,"(36, 147)","(17, 17)","(16, 17)","(0, 0)",20
配,0,"(72, 272)","(17, 16)","(16, 17)","(0, 1)",20
醒,0,"(421, 181)","(17, 17)","(16, 17)","(0, 0)",20
重,0,"(462, 126)","(17, 17)","(16, 17)","(0, 0)",20
量,0,"(198, 216)","(17, 17)","(16, 17)","(0, 0)",20
金,0,"(198, 270)","(17, 16)","(16, 17)","(0, 0)",20
鉄,0,"(471, 108)","(17, 17)","(16, 17)","(0, 0)",20
銀,0,"(109, 480)","(17, 17)","(16, 17)","(0, 0)",20
銀,0,"(109, 480)","(17, 17)","(16, 17)","(0, 0)",20
銀,0,"(109, 480)","(17, 17)","(16, 17)","(0, 0)",20
銃,0,"(210, 54)","(18, 17)","(16, 17)","(0, 0)",20
録,0,"(416, 36)","(18, 17)","(16, 17)","(0, 0)",20
鍵,0,"(36, 129)","(17, 17)","(16, 17)","(0, 0)",20
長,0,"(264, 108)","(17, 17)","(16, 17)","(0, 0)",20
開,0,"(185, 111)","(17, 17)","(16, 17)","(0, 0)",20
間,0,"(218, 181)","(17, 17)","(16, 17)","(0, 0)",20
関,0,"(457, 199)","(17, 17)","(16, 17)","(0, 0)",20
院,0,"(108, 235)","(17, 17)","(16, 17)","(0, 0)",20
際,0,"(246, 37)","(18, 17)","(16, 17)","(0, 0)",20
隠,0,"(439, 198)","(17, 17)","(16, 17)","(0, 0)",20
險,0,"(401, 200)","(17, 17)","(16, 17)","(0, 0)",20
雨,0,"(288, 273)","(17, 16)","(16, 17)","(0, 1)",20
電,0,"(328, 198)","(17, 17)","(16, 17)","(0, 0)",20
霊,0,"(220, 145)","(17, 17)","(16, 17)","(0, 0)",20
霧,0,"(209, 90)","(18, 17)","(16, 17)","(0, 0)",20
面,0,"(469, 289)","(17, 16)","(16, 17)","(0, 1)",20
鞄,0,"(385, 162)","(17, 17)","(16, 17)","(0, 0)",20
音,0,"(383, 198)","(17, 17)","(16, 17)","(0, 0)",20
領,0,"(162, 202)","(17, 17)","(16, 17)","(0, 0)",20
頭,0,"(365, 181)","(17, 17)","(16, 17)","(0, 0)",20
頼,0,"(108, 199)","(17, 17)","(16, 17)","(0, 0)",20
食,0,"(246, 19)","(18, 17)","(16, 17)","(0, 0)",20
館,0,"(381, 234)","(17, 17)","(16, 17)","(0, 0)",20
首,0,"(90, 200)","(17, 17)","(16, 17)","(0, 0)",20
香,0,"(36, 201)","(17, 17)","(16, 17)","(0, 0)",20
験,0,"(266, 90)","(18, 17)","(16, 17)","(0, 0)",20
高,0,"(147, 127)","(17, 17)","(16, 17)","(0, 0)",20
髪,0,"(114, 0)","(18, 18)","(16, 17)","(0, 0)",20
鬼,0,"(254, 215)","(17, 17)","(16, 17)","(0, 0)",20
魔,0,"(190, 0)","(18, 18)","(16, 17)","(0, 0)",20
鳥,0,"(339, 72)","(18, 17)","(16, 17)","(0, 0)",20
鹸,0,"(150, 73)","(18, 17)","(16, 17)","(0, 0)",20
黙,0,"(184, 129)","(17, 17)","(16, 17)","(0, 0)",20
龍,0,"(489, 0)","(18, 17)","(16, 17)","(0, 0)",20
！,0,"(332, 75)","(6, 13)","(5, 17)","(0, 2)",20
（,0,"(501, 163)","(7, 18)","(8, 17)","(2, 0)",20
）,0,"(128, 357)","(7, 18)","(8, 17)","(0, 0)",20
－,0,"(185, 368)","(13, 4)","(12, 17)","(0, 7)",20
．,0,"(444, 102)","(6, 6)","(8, 17)","(0, 10)",20
０,0,"(334, 355)","(13, 13)","(11, 17)","(0, 2)",20
１,0,"(453, 75)","(8, 13)","(8, 17)","(0, 2)",20
２,0,"(63, 369)","(11, 13)","(9, 17)","(0, 2)",20
３,0,"(0, 359)","(11, 13)","(9, 17)","(0, 2)",20
４,0,"(384, 355)","(13, 13)","(11, 17)","(0, 2)",20
５,0,"(90, 368)","(11, 13)","(10, 17)","(0, 2)",20
６,0,"(218, 356)","(12, 13)","(10, 17)","(0, 2)",20
７,0,"(348, 356)","(12, 13)","(10, 17)","(0, 2)",20
８,0,"(361, 368)","(11, 13)","(9, 17)","(0, 2)",20
：,0,"(188, 340)","(6, 12)","(8, 17)","(1, 3)",20
Ｈ,0,"(317, 356)","(12, 13)","(10, 17)","(0, 2)",20
Ｘ,0,"(48, 355)","(14, 14)","(12, 17)","(0, 2)",20
