char,tex,pos,size,pos_off,pos_add,offset
ょ,0,"(443, 353)","(14, 14)","(14, 17)","(0, 3)",20
よ,0,"(357, 322)","(16, 16)","(16, 17)","(0, 1)",20
ら,0,"(214, 339)","(14, 16)","(14, 17)","(0, 1)",20
り,0,"(16, 341)","(14, 16)","(14, 17)","(0, 1)",20
る,0,"(337, 339)","(16, 15)","(16, 17)","(0, 2)",20
れ,0,"(17, 290)","(17, 16)","(16, 17)","(0, 1)",20
ろ,0,"(303, 321)","(16, 16)","(15, 17)","(0, 1)",20
わ,0,"(54, 272)","(17, 16)","(16, 17)","(0, 1)",20
を,0,"(248, 55)","(16, 16)","(16, 17)","(0, 1)",20
ん,0,"(265, 19)","(17, 16)","(16, 17)","(0, 1)",20
ァ,0,"(186, 354)","(15, 13)","(14, 17)","(0, 4)",20
ア,0,"(252, 286)","(17, 15)","(16, 17)","(0, 2)",20
ィ,0,"(120, 342)","(15, 14)","(14, 17)","(0, 3)",20
イ,0,"(285, 338)","(15, 16)","(14, 17)","(0, 1)",20
ウ,0,"(105, 324)","(16, 16)","(15, 17)","(0, 1)",20
ェ,0,"(369, 355)","(14, 12)","(14, 17)","(0, 4)",20
エ,0,"(31, 342)","(16, 14)","(16, 17)","(0, 2)",20
ォ,0,"(100, 353)","(15, 14)","(15, 17)","(0, 3)",20
オ,0,"(270, 272)","(17, 16)","(16, 17)","(0, 1)",20
カ,0,"(0, 325)","(15, 16)","(15, 17)","(0, 1)",20
ガ,0,"(228, 91)","(17, 17)","(16, 17)","(0, 0)",20
キ,0,"(234, 305)","(16, 17)","(15, 17)","(0, 1)",20
ギ,0,"(136, 19)","(17, 18)","(16, 17)","(0, 0)",20
ク,0,"(138, 322)","(16, 16)","(15, 17)","(0, 1)",20
グ,0,"(108, 217)","(17, 17)","(16, 17)","(0, 0)",20
ケ,0,"(34, 308)","(16, 16)","(15, 17)","(0, 1)",20
ゲ,0,"(436, 252)","(17, 17)","(16, 17)","(0, 0)",20
コ,0,"(153, 340)","(16, 13)","(15, 17)","(0, 3)",20
ゴ,0,"(180, 273)","(17, 16)","(16, 17)","(0, 0)",20
サ,0,"(155, 324)","(17, 15)","(16, 17)","(0, 2)",20
ザ,0,"(302, 18)","(18, 17)","(16, 17)","(0, 0)",20
シ,0,"(377, 289)","(17, 16)","(16, 17)","(0, 1)",20
ジ,0,"(324, 252)","(17, 17)","(16, 17)","(0, 0)",20
ス,0,"(161, 307)","(17, 16)","(16, 17)","(0, 1)",20
ズ,0,"(471, 91)","(18, 16)","(16, 17)","(0, 1)",20
セ,0,"(320, 324)","(16, 15)","(16, 17)","(0, 1)",20
ゼ,0,"(362, 235)","(17, 17)","(16, 17)","(0, 0)",20
ソ,0,"(69, 322)","(16, 16)","(15, 17)","(0, 1)",20
タ,0,"(487, 305)","(16, 17)","(15, 17)","(0, 1)",20
ダ,0,"(75, 74)","(17, 18)","(16, 17)","(0, 0)",20
チ,0,"(74, 93)","(17, 17)","(16, 17)","(0, 1)",20
ッ,0,"(153, 354)","(15, 13)","(14, 17)","(0, 4)",20
ツ,0,"(413, 289)","(17, 16)","(16, 17)","(0, 1)",20
テ,0,"(215, 322)","(16, 16)","(16, 17)","(0, 2)",20
デ,0,"(426, 163)","(17, 17)","(16, 17)","(0, 0)",20
ト,0,"(0, 342)","(14, 16)","(15, 17)","(1, 1)",20
ド,0,"(412, 338)","(14, 16)","(15, 17)","(1, 1)",20
ナ,0,"(51, 306)","(17, 16)","(16, 17)","(0, 1)",20
ニ,0,"(286, 307)","(17, 13)","(16, 17)","(0, 2)",20
ネ,0,"(88, 289)","(17, 16)","(16, 17)","(0, 1)",20
ノ,0,"(318, 340)","(15, 15)","(14, 17)","(0, 2)",20
ハ,0,"(395, 306)","(17, 15)","(16, 17)","(0, 2)",20
バ,0,"(18, 129)","(17, 17)","(16, 17)","(0, 0)",20
パ,0,"(180, 290)","(17, 16)","(16, 17)","(0, 1)",20
ビ,0,"(198, 287)","(16, 17)","(15, 17)","(1, 0)",20
フ,0,"(170, 353)","(15, 14)","(14, 17)","(0, 3)",20
ブ,0,"(473, 235)","(17, 17)","(15, 17)","(0, 0)",20
プ,0,"(126, 147)","(17, 17)","(15, 17)","(0, 0)",20
ヘ,0,"(102, 341)","(17, 11)","(16, 17)","(0, 4)",20
ベ,0,"(431, 321)","(17, 14)","(16, 17)","(0, 2)",20
ペ,0,"(87, 306)","(17, 14)","(16, 17)","(0, 1)",20
ホ,0,"(70, 289)","(17, 16)","(16, 17)","(0, 1)",20
ボ,0,"(19, 75)","(18, 17)","(16, 17)","(0, 0)",20
ポ,0,"(300, 111)","(17, 17)","(16, 17)","(0, 0)",20
マ,0,"(197, 322)","(17, 15)","(16, 17)","(0, 2)",20
ミ,0,"(245, 352)","(15, 14)","(15, 17)","(0, 2)",20
ム,0,"(481, 339)","(16, 15)","(16, 17)","(0, 1)",20
メ,0,"(269, 324)","(15, 16)","(14, 17)","(0, 1)",20
モ,0,"(210, 38)","(16, 15)","(16, 17)","(0, 1)",20
ャ,0,"(427, 353)","(15, 14)","(14, 17)","(0, 3)",20
ヤ,0,"(286, 321)","(16, 16)","(16, 17)","(0, 1)",20
ュ,0,"(15, 358)","(14, 11)","(14, 17)","(0, 5)",20
ョ,0,"(63, 355)","(14, 13)","(13, 17)","(0, 3)",20
ラ,0,"(234, 287)","(16, 17)","(15, 17)","(0, 1)",20
リ,0,"(498, 127)","(13, 17)","(13, 17)","(0, 1)",20
ル,0,"(492, 217)","(17, 17)","(16, 17)","(0, 1)",20
レ,0,"(122, 325)","(15, 16)","(15, 17)","(1, 1)",20
ロ,0,"(68, 339)","(16, 15)","(15, 17)","(0, 1)",20
ワ,0,"(17, 324)","(16, 16)","(15, 17)","(0, 2)",20
ン,0,"(179, 323)","(16, 16)","(16, 17)","(0, 1)",20
ヴ,0,"(372, 127)","(17, 17)","(15, 17)","(0, 0)",20
・,0,"(321, 93)","(7, 8)","(8, 17)","(1, 6)",20
ー,0,"(202, 356)","(15, 4)","(14, 17)","(0, 7)",20
一,0,"(425, 368)","(13, 3)","(16, 17)","(2, 7)",20
万,0,"(490, 253)","(17, 17)","(16, 17)","(0, 1)",20
上,0,"(143, 305)","(17, 16)","(16, 17)","(0, 0)",20
下,0,"(341, 270)","(17, 16)","(16, 17)","(0, 1)",20
不,0,"(165, 113)","(18, 16)","(16, 17)","(0, 1)",20
中,0,"(378, 270)","(15, 17)","(16, 17)","(1, 0)",20
了,0,"(471, 271)","(16, 17)","(16, 17)","(0, 1)",20
予,0,"(36, 237)","(17, 17)","(16, 17)","(0, 0)",20
事,0,"(90, 254)","(17, 17)","(16, 17)","(0, 0)",20
二,0,"(87, 321)","(17, 12)","(16, 17)","(0, 3)",20
亜,0,"(52, 289)","(17, 16)","(16, 17)","(0, 1)",20
亡,0,"(252, 269)","(17, 16)","(16, 17)","(0, 1)",20
人,0,"(380, 252)","(17, 17)","(16, 17)","(0, 0)",20
仁,0,"(236, 198)","(17, 17)","(16, 17)","(0, 0)",20
介,0,"(398, 254)","(17, 17)","(16, 17)","(0, 0)",20
他,0,"(18, 183)","(17, 17)","(16, 17)","(0, 0)",20
付,0,"(144, 235)","(17, 17)","(16, 17)","(0, 0)",20
令,0,"(54, 236)","(17, 17)","(16, 17)","(0, 0)",20
仮,0,"(444, 109)","(17, 17)","(16, 17)","(0, 0)",20
件,0,"(162, 184)","(17, 17)","(16, 17)","(0, 0)",20
休,0,"(470, 37)","(18, 17)","(16, 17)","(0, 0)",20
会,0,"(144, 199)","(17, 17)","(16, 17)","(0, 0)",20
伝,0,"(154, 19)","(18, 17)","(16, 17)","(0, 0)",20
体,0,"(370, 90)","(18, 17)","(16, 17)","(0, 0)",20
依,0,"(408, 146)","(17, 17)","(16, 17)","(0, 0)",20
価,0,"(198, 252)","(17, 17)","(16, 17)","(0, 0)",20
係,0,"(396, 54)","(18, 17)","(16, 17)","(0, 0)",20
保,0,"(202, 144)","(17, 17)","(16, 17)","(0, 0)",20
信,0,"(180, 237)","(17, 17)","(16, 17)","(0, 0)",20
候,0,"(55, 480)","(17, 17)","(16, 17)","(0, 0)",20
候,0,"(55, 480)","(17, 17)","(16, 17)","(0, 0)",20
候,0,"(55, 480)","(17, 17)","(16, 17)","(0, 0)",20
値,0,"(417, 253)","(17, 17)","(16, 17)","(0, 0)",20
倫,0,"(130, 75)","(18, 17)","(16, 17)","(0, 0)",20
偵,0,"(270, 236)","(17, 17)","(16, 17)","(0, 0)",20
備,0,"(321, 37)","(17, 18)","(16, 17)","(0, 0)",20
免,0,"(54, 254)","(17, 17)","(16, 17)","(0, 0)",20
入,0,"(433, 287)","(17, 16)","(16, 17)","(0, 1)",20
共,0,"(92, 110)","(17, 17)","(16, 17)","(0, 0)",20
具,0,"(187, 93)","(17, 17)","(16, 17)","(0, 1)",20
内,0,"(345, 216)","(17, 17)","(16, 17)","(0, 0)",20
冊,0,"(411, 128)","(17, 17)","(16, 17)","(0, 0)",20
再,0,"(54, 218)","(17, 17)","(16, 17)","(0, 1)",20
冒,0,"(35, 290)","(15, 17)","(16, 17)","(1, 0)",20
写,0,"(488, 288)","(17, 16)","(16, 17)","(0, 1)",20
処,0,"(267, 72)","(18, 17)","(16, 17)","(0, 0)",20
凶,0,"(374, 323)","(15, 16)","(16, 17)","(1, 1)",20
刀,0,"(340, 19)","(16, 16)","(16, 17)","(0, 1)",20
分,0,"(180, 201)","(17, 17)","(16, 17)","(0, 0)",20
切,0,"(357, 0)","(18, 17)","(16, 17)","(0, 0)",20
刑,0,"(291, 201)","(17, 17)","(16, 17)","(0, 0)",20
判,0,"(420, 199)","(17, 17)","(16, 17)","(0, 0)",20
別,0,"(234, 234)","(17, 17)","(16, 17)","(0, 0)",20
券,0,"(154, 37)","(18, 17)","(16, 17)","(0, 0)",20
刺,0,"(0, 200)","(17, 17)","(16, 17)","(0, 0)",20
前,0,"(72, 19)","(17, 18)","(16, 17)","(0, 0)",20
剖,0,"(425, 110)","(17, 17)","(16, 17)","(0, 0)",20
力,0,"(324, 306)","(16, 17)","(16, 17)","(0, 0)",20
加,0,"(246, 0)","(17, 18)","(16, 17)","(0, 0)",20
効,0,"(363, 217)","(17, 17)","(16, 17)","(0, 0)",20
動,0,"(144, 181)","(17, 17)","(16, 17)","(0, 0)",20
務,0,"(470, 0)","(18, 17)","(16, 17)","(0, 0)",20
医,0,"(273, 200)","(17, 17)","(16, 17)","(0, 0)",20
半,0,"(162, 238)","(17, 17)","(16, 17)","(0, 0)",20
博,0,"(397, 36)","(18, 17)","(16, 17)","(0, 0)",20
去,0,"(390, 144)","(17, 17)","(16, 17)","(0, 0)",20
双,0,"(162, 256)","(17, 16)","(16, 17)","(0, 1)",20
反,0,"(191, 55)","(17, 18)","(16, 17)","(0, 0)",20
収,0,"(275, 164)","(17, 17)","(16, 17)","(0, 0)",20
取,0,"(272, 218)","(17, 17)","(16, 17)","(0, 0)",20
古,0,"(288, 290)","(17, 16)","(16, 17)","(0, 0)",20
可,0,"(395, 289)","(17, 16)","(16, 17)","(0, 1)",20
台,0,"(324, 288)","(16, 17)","(16, 17)","(0, 0)",20
号,0,"(216, 305)","(17, 16)","(16, 17)","(0, 1)",20
同,0,"(38, 74)","(17, 18)","(16, 17)","(0, 0)",20
名,0,"(324, 270)","(16, 17)","(16, 17)","(0, 0)",20
向,0,"(259, 126)","(17, 17)","(16, 17)","(0, 0)",20
吾,0,"(341, 287)","(17, 16)","(16, 17)","(0, 1)",20
告,0,"(327, 216)","(17, 17)","(16, 17)","(0, 0)",20
品,0,"(321, 108)","(17, 17)","(16, 17)","(0, 0)",20
員,0,"(122, 307)","(15, 17)","(16, 17)","(1, 0)",20
器,0,"(144, 217)","(17, 17)","(16, 17)","(0, 0)",20
囚,0,"(416, 271)","(16, 17)","(16, 17)","(0, 0)",20
回,0,"(232, 323)","(16, 16)","(16, 17)","(0, 1)",20
因,0,"(17, 307)","(16, 16)","(16, 17)","(0, 1)",20
図,0,"(0, 308)","(16, 16)","(16, 17)","(0, 1)",20
国,0,"(349, 144)","(17, 17)","(16, 17)","(0, 0)",20
土,0,"(306, 287)","(17, 16)","(16, 17)","(0, 0)",20
執,0,"(18, 111)","(17, 17)","(16, 17)","(0, 0)",20
堂,0,"(162, 166)","(17, 17)","(16, 17)","(0, 0)",20
報,0,"(227, 36)","(18, 17)","(16, 17)","(0, 0)",20
場,0,"(454, 253)","(17, 17)","(16, 17)","(0, 0)",20
塔,0,"(270, 254)","(17, 17)","(16, 17)","(0, 0)",20
墓,0,"(479, 145)","(17, 17)","(16, 17)","(0, 0)",20
壊,0,"(418, 235)","(17, 17)","(16, 17)","(0, 0)",20
士,0,"(377, 306)","(17, 16)","(16, 17)","(0, 0)",20
声,0,"(90, 236)","(17, 17)","(16, 17)","(0, 0)",20
売,0,"(336, 126)","(17, 17)","(16, 17)","(0, 0)",20
夏,0,"(149, 91)","(17, 17)","(16, 17)","(0, 1)",20
多,0,"(449, 321)","(16, 17)","(16, 17)","(1, 0)",20
夜,0,"(339, 108)","(17, 17)","(16, 17)","(0, 0)",20
大,0,"(339, 0)","(17, 18)","(16, 17)","(0, 0)",20
天,0,"(251, 302)","(17, 16)","(16, 17)","(0, 1)",20
太,0,"(18, 19)","(17, 18)","(16, 17)","(0, 0)",20
夫,0,"(366, 163)","(17, 17)","(16, 17)","(0, 0)",20
央,0,"(111, 109)","(17, 17)","(16, 17)","(0, 0)",20
失,0,"(393, 126)","(17, 17)","(16, 17)","(0, 0)",20
契,0,"(72, 236)","(17, 17)","(16, 17)","(0, 0)",20
女,0,"(347, 180)","(17, 17)","(16, 17)","(0, 0)",20
始,0,"(358, 72)","(18, 17)","(16, 17)","(0, 0)",20
子,0,"(18, 93)","(17, 17)","(16, 17)","(0, 1)",20
存,0,"(378, 36)","(18, 17)","(16, 17)","(0, 0)",20
学,0,"(246, 108)","(17, 17)","(16, 17)","(0, 0)",20
守,0,"(277, 128)","(17, 17)","(16, 17)","(0, 0)",20
官,0,"(105, 306)","(16, 17)","(16, 17)","(0, 0)",20
定,0,"(395, 18)","(18, 17)","(16, 17)","(0, 0)",20
実,0,"(290, 219)","(17, 17)","(16, 17)","(0, 0)",20
客,0,"(126, 201)","(17, 17)","(16, 17)","(0, 0)",20
室,0,"(342, 252)","(17, 17)","(16, 17)","(0, 0)",20
害,0,"(180, 219)","(17, 17)","(16, 17)","(0, 0)",20
家,0,"(93, 92)","(17, 17)","(16, 17)","(0, 0)",20
宿,0,"(126, 237)","(17, 17)","(16, 17)","(0, 0)",20
審,0,"(344, 234)","(17, 17)","(16, 17)","(0, 0)",20
寿,0,"(256, 179)","(17, 17)","(16, 17)","(0, 0)",20
封,0,"(377, 54)","(18, 17)","(16, 17)","(0, 0)",20
小,0,"(346, 198)","(17, 17)","(16, 17)","(0, 0)",20
少,0,"(90, 182)","(17, 17)","(16, 17)","(0, 0)",20
届,0,"(169, 76)","(17, 18)","(16, 17)","(0, 0)",20
屋,0,"(152, 0)","(18, 18)","(16, 17)","(0, 0)",20
展,0,"(133, 0)","(18, 18)","(16, 17)","(0, 0)",20
履,0,"(76, 0)","(18, 18)","(16, 17)","(0, 0)",20
工,0,"(467, 306)","(17, 15)","(16, 17)","(0, 1)",20
布,0,"(54, 200)","(17, 17)","(16, 17)","(0, 0)",20
師,0,"(491, 235)","(17, 17)","(16, 17)","(0, 0)",20
席,0,"(294, 147)","(17, 17)","(16, 17)","(0, 0)",20
帰,0,"(451, 38)","(18, 17)","(16, 17)","(0, 0)",20
幕,0,"(415, 54)","(18, 17)","(16, 17)","(0, 0)",20
平,0,"(453, 271)","(17, 16)","(16, 17)","(0, 1)",20
年,0,"(340, 36)","(18, 17)","(16, 17)","(0, 0)",20
床,0,"(209, 0)","(17, 18)","(16, 17)","(0, 0)",20
庫,0,"(488, 18)","(17, 18)","(16, 17)","(0, 0)",20
廊,0,"(0, 164)","(17, 17)","(16, 17)","(0, 0)",20
廷,0,"(257, 161)","(17, 17)","(16, 17)","(0, 0)",20
弁,0,"(399, 236)","(17, 17)","(16, 17)","(0, 0)",20
式,0,"(321, 56)","(17, 18)","(16, 17)","(0, 0)",20
弓,0,"(384, 180)","(17, 17)","(16, 17)","(0, 0)",20
当,0,"(86, 334)","(15, 16)","(16, 17)","(1, 0)",20
形,0,"(55, 56)","(18, 17)","(16, 17)","(0, 0)",20
待,0,"(414, 18)","(18, 17)","(16, 17)","(0, 0)",20
律,0,"(117, 19)","(18, 17)","(16, 17)","(0, 0)",20
後,0,"(129, 111)","(17, 17)","(16, 17)","(0, 0)",20
御,0,"(407, 90)","(18, 17)","(16, 17)","(0, 0)",20
必,0,"(444, 180)","(17, 17)","(16, 17)","(0, 0)",20
念,0,"(55, 38)","(18, 17)","(16, 17)","(0, 0)",20
悟,0,"(419, 217)","(17, 17)","(16, 17)","(0, 0)",20
悠,0,"(403, 164)","(17, 17)","(16, 17)","(0, 0)",20
想,0,"(36, 183)","(17, 17)","(16, 17)","(0, 0)",20
意,0,"(144, 253)","(17, 17)","(16, 17)","(0, 0)",20
慈,0,"(464, 73)","(18, 17)","(16, 17)","(0, 0)",20
懐,0,"(145, 480)","(17, 17)","(16, 17)","(0, 0)",20
懐,0,"(145, 480)","(17, 17)","(16, 17)","(0, 0)",20
懐,0,"(145, 480)","(17, 17)","(16, 17)","(0, 0)",20
懲,0,"(191, 37)","(18, 17)","(16, 17)","(0, 0)",20
成,0,"(303, 36)","(17, 18)","(16, 17)","(0, 0)",20
戒,0,"(452, 19)","(17, 18)","(16, 17)","(0, 0)",20
房,0,"(111, 73)","(18, 17)","(16, 17)","(0, 1)",20
所,0,"(252, 251)","(17, 17)","(16, 17)","(0, 0)",20
手,0,"(288, 255)","(17, 17)","(16, 17)","(0, 0)",20
払,0,"(364, 199)","(17, 17)","(16, 17)","(0, 0)",20
技,0,"(146, 145)","(17, 17)","(16, 17)","(0, 0)",20
拐,0,"(203, 126)","(17, 17)","(16, 17)","(0, 0)",20
拠,0,"(433, 18)","(18, 17)","(16, 17)","(0, 0)",20
拳,0,"(294, 74)","(18, 17)","(16, 17)","(0, 0)",20
拶,0,"(285, 92)","(17, 17)","(16, 17)","(0, 0)",20
指,0,"(309, 216)","(17, 17)","(16, 17)","(0, 0)",20
挙,0,"(489, 37)","(18, 17)","(16, 17)","(0, 0)",20
挨,0,"(382, 216)","(17, 17)","(16, 17)","(0, 0)",20
振,0,"(0, 236)","(17, 17)","(16, 17)","(0, 0)",20
捜,0,"(164, 148)","(17, 17)","(16, 17)","(0, 0)",20
授,0,"(414, 0)","(18, 17)","(16, 17)","(0, 0)",20
探,0,"(54, 164)","(17, 17)","(16, 17)","(0, 0)",20
接,0,"(219, 163)","(17, 17)","(16, 17)","(0, 0)",20
控,0,"(191, 19)","(18, 17)","(16, 17)","(0, 0)",20
推,0,"(434, 74)","(18, 17)","(16, 17)","(0, 0)",20
政,0,"(359, 36)","(18, 17)","(16, 17)","(0, 0)",20
故,0,"(357, 18)","(18, 17)","(16, 17)","(0, 0)",20
教,0,"(227, 0)","(18, 17)","(16, 17)","(0, 0)",20
敦,0,"(111, 91)","(17, 17)","(16, 17)","(0, 0)",20
数,0,"(72, 254)","(17, 17)","(16, 17)","(0, 0)",20
文,0,"(167, 95)","(17, 17)","(16, 17)","(0, 0)",20
料,0,"(282, 110)","(17, 17)","(16, 17)","(0, 0)",20
断,0,"(144, 163)","(17, 17)","(16, 17)","(0, 0)",20
斯,0,"(201, 162)","(17, 17)","(16, 17)","(0, 0)",20
新,0,"(265, 54)","(18, 17)","(16, 17)","(0, 0)",20
方,0,"(72, 128)","(17, 17)","(16, 17)","(0, 0)",20
旅,0,"(426, 92)","(17, 17)","(16, 17)","(0, 0)",20
日,0,"(354, 339)","(14, 16)","(16, 17)","(1, 1)",20
早,0,"(257, 144)","(18, 16)","(16, 17)","(0, 1)",20
明,0,"(357, 108)","(17, 17)","(16, 17)","(0, 0)",20
時,0,"(292, 183)","(17, 17)","(16, 17)","(0, 0)",20
晶,0,"(431, 304)","(17, 16)","(16, 17)","(0, 1)",20
書,0,"(474, 217)","(17, 17)","(16, 17)","(0, 0)",20
替,0,"(255, 197)","(17, 17)","(16, 17)","(0, 0)",20
最,0,"(483, 163)","(17, 17)","(16, 17)","(0, 0)",20
有,0,"(182, 165)","(17, 17)","(16, 17)","(0, 0)",20
未,0,"(229, 55)","(18, 17)","(16, 17)","(0, 0)",20
本,0,"(56, 74)","(18, 17)","(16, 17)","(0, 0)",20
札,0,"(200, 180)","(17, 17)","(16, 17)","(0, 0)",20
村,0,"(228, 73)","(18, 17)","(16, 17)","(0, 0)",20
束,0,"(234, 252)","(17, 17)","(16, 17)","(0, 0)",20
来,0,"(110, 127)","(17, 17)","(16, 17)","(0, 0)",20
杯,0,"(284, 54)","(18, 17)","(16, 17)","(0, 0)",20
板,0,"(0, 19)","(17, 18)","(16, 17)","(0, 0)",20
査,0,"(331, 144)","(17, 17)","(16, 17)","(0, 0)",20
