char,tex,pos,size,pos_off,pos_add,offset
左,2,"(70, 68)","(17, 16)","(16, 17)","(0, 0)",20
巧,1,"(18, 448)","(17, 16)","(16, 17)","(0, 1)",20
巨,2,"(16, 172)","(16, 16)","(16, 17)","(1, 1)",20
差,1,"(108, 54)","(17, 17)","(16, 17)","(0, 0)",20
己,2,"(488, 205)","(16, 15)","(16, 17)","(1, 1)",20
巴,2,"(326, 141)","(16, 16)","(16, 17)","(1, 1)",20
巻,1,"(414, 162)","(17, 17)","(16, 17)","(0, 0)",20
巾,2,"(18, 70)","(15, 17)","(16, 17)","(1, 0)",20
市,1,"(108, 144)","(17, 17)","(16, 17)","(0, 0)",20
布,1,"(36, 18)","(17, 17)","(16, 17)","(0, 0)",20
帆,2,"(455, 205)","(16, 17)","(16, 17)","(1, 0)",20
希,1,"(108, 288)","(17, 17)","(16, 17)","(0, 0)",20
帛,2,"(88, 86)","(16, 17)","(16, 17)","(1, 0)",20
帝,0,"(54, 361)","(17, 17)","(16, 17)","(0, 0)",20
師,1,"(0, 0)","(17, 17)","(16, 17)","(1, 0)",20
席,0,"(234, 324)","(17, 17)","(16, 17)","(0, 0)",20
帯,1,"(432, 252)","(17, 17)","(16, 17)","(0, 0)",20
帰,1,"(72, 449)","(16, 17)","(16, 17)","(1, 0)",20
帳,1,"(54, 378)","(17, 17)","(16, 17)","(1, 0)",20
常,1,"(209, 413)","(16, 17)","(16, 17)","(1, 0)",20
帽,2,"(108, 53)","(16, 17)","(16, 17)","(1, 0)",20
幅,1,"(36, 54)","(17, 17)","(16, 17)","(1, 0)",20
幕,0,"(252, 72)","(17, 17)","(16, 17)","(0, 0)",20
幣,2,"(337, 35)","(16, 17)","(16, 17)","(1, 0)",20
干,2,"(373, 0)","(17, 16)","(16, 17)","(0, 1)",20
平,2,"(72, 51)","(17, 16)","(16, 17)","(0, 1)",20
年,1,"(0, 306)","(17, 17)","(16, 17)","(0, 0)",20
幸,0,"(72, 361)","(17, 17)","(16, 17)","(0, 0)",20
幻,0,"(306, 325)","(17, 17)","(16, 17)","(0, 0)",20
幼,1,"(288, 0)","(17, 17)","(16, 17)","(0, 0)",20
幽,2,"(344, 188)","(16, 16)","(16, 17)","(1, 0)",20
幾,0,"(393, 179)","(17, 17)","(16, 17)","(0, 0)",20
庁,0,"(180, 451)","(17, 17)","(16, 17)","(0, 0)",20
広,0,"(486, 401)","(17, 17)","(16, 17)","(0, 0)",20
床,1,"(162, 0)","(17, 17)","(16, 17)","(0, 0)",20
序,1,"(234, 18)","(17, 17)","(16, 17)","(0, 0)",20
底,1,"(378, 108)","(17, 17)","(16, 17)","(0, 0)",20
店,2,"(353, 69)","(17, 16)","(16, 17)","(0, 0)",20
府,0,"(144, 325)","(17, 17)","(16, 17)","(0, 0)",20
度,0,"(414, 306)","(17, 17)","(16, 17)","(0, 0)",20
座,2,"(266, 34)","(17, 16)","(16, 17)","(0, 0)",20
庫,1,"(414, 0)","(17, 17)","(16, 17)","(0, 0)",20
庭,0,"(108, 217)","(17, 17)","(16, 17)","(0, 0)",20
康,1,"(324, 252)","(17, 17)","(16, 17)","(0, 0)",20
廊,1,"(432, 162)","(17, 17)","(16, 17)","(0, 0)",20
延,0,"(198, 253)","(17, 17)","(16, 17)","(0, 0)",20
廷,1,"(192, 396)","(17, 16)","(16, 17)","(0, 1)",20
建,1,"(54, 36)","(17, 17)","(16, 17)","(0, 0)",20
弁,0,"(432, 342)","(17, 17)","(16, 17)","(0, 0)",20
弄,1,"(90, 234)","(17, 17)","(16, 17)","(0, 1)",20
式,1,"(108, 360)","(17, 17)","(16, 17)","(0, 0)",20
弐,1,"(18, 72)","(17, 17)","(16, 17)","(0, 0)",20
弓,2,"(310, 192)","(15, 16)","(16, 17)","(1, 1)",20
引,2,"(143, 0)","(15, 17)","(16, 17)","(1, 0)",20
弟,0,"(360, 489)","(17, 17)","(16, 17)","(0, 0)",20
弦,0,"(468, 383)","(17, 17)","(16, 17)","(0, 0)",20
弱,2,"(230, 17)","(17, 16)","(16, 17)","(0, 1)",20
張,1,"(198, 18)","(17, 17)","(16, 17)","(0, 1)",20
強,0,"(36, 397)","(17, 17)","(16, 17)","(0, 0)",20
弾,0,"(414, 234)","(17, 17)","(16, 17)","(0, 0)",20
当,2,"(425, 192)","(15, 16)","(16, 17)","(1, 0)",20
形,1,"(252, 54)","(17, 17)","(16, 17)","(0, 0)",20
彦,0,"(234, 252)","(17, 17)","(16, 17)","(0, 0)",20
彩,0,"(360, 273)","(17, 17)","(16, 17)","(0, 0)",20
彫,1,"(360, 162)","(17, 17)","(16, 17)","(0, 1)",20
影,1,"(89, 481)","(17, 16)","(16, 17)","(0, 1)",20
彷,0,"(414, 360)","(17, 17)","(16, 17)","(0, 0)",20
役,1,"(144, 252)","(17, 17)","(16, 17)","(0, 0)",20
彼,0,"(234, 288)","(17, 17)","(16, 17)","(0, 0)",20
往,1,"(0, 90)","(17, 17)","(16, 17)","(0, 0)",20
径,0,"(90, 145)","(17, 17)","(16, 17)","(0, 0)",20
待,1,"(432, 54)","(17, 17)","(16, 17)","(0, 0)",20
律,1,"(18, 108)","(17, 17)","(16, 17)","(0, 0)",20
後,1,"(378, 198)","(17, 17)","(16, 17)","(0, 0)",20
徒,0,"(450, 256)","(17, 17)","(16, 17)","(0, 0)",20
従,0,"(360, 201)","(17, 17)","(16, 17)","(0, 0)",20
得,1,"(432, 18)","(17, 17)","(16, 17)","(0, 0)",20
御,1,"(403, 464)","(16, 17)","(16, 17)","(0, 0)",20
徨,1,"(126, 378)","(17, 17)","(16, 17)","(0, 0)",20
復,1,"(144, 270)","(17, 17)","(16, 17)","(0, 0)",20
微,1,"(162, 306)","(17, 17)","(16, 17)","(0, 0)",20
徳,1,"(72, 18)","(17, 17)","(16, 17)","(0, 0)",20
徴,0,"(0, 469)","(17, 17)","(16, 17)","(0, 0)",20
徹,0,"(54, 91)","(17, 17)","(16, 17)","(0, 0)",20
心,2,"(194, 51)","(17, 16)","(16, 17)","(0, 0)",20
必,1,"(396, 54)","(17, 17)","(16, 17)","(0, 0)",20
忌,1,"(175, 466)","(17, 16)","(16, 17)","(0, 1)",20
忍,2,"(54, 0)","(17, 16)","(16, 17)","(0, 1)",20
志,1,"(180, 144)","(17, 17)","(16, 17)","(0, 0)",20
忘,2,"(427, 0)","(17, 16)","(16, 17)","(0, 0)",20
忙,1,"(36, 0)","(17, 17)","(16, 17)","(0, 0)",20
応,1,"(396, 144)","(17, 17)","(16, 17)","(0, 0)",20
忠,1,"(234, 234)","(17, 17)","(16, 17)","(0, 0)",20
快,1,"(360, 216)","(17, 17)","(16, 17)","(0, 0)",20
念,0,"(450, 202)","(17, 17)","(16, 17)","(0, 0)",20
怒,1,"(342, 36)","(17, 17)","(16, 17)","(0, 0)",20
怖,0,"(306, 271)","(17, 17)","(16, 17)","(0, 0)",20
思,1,"(121, 396)","(17, 16)","(16, 17)","(0, 1)",20
急,0,"(18, 343)","(17, 17)","(16, 17)","(0, 0)",20
性,0,"(270, 144)","(17, 17)","(16, 17)","(0, 0)",20
怪,0,"(414, 486)","(17, 17)","(16, 17)","(0, 0)",20
怯,0,"(180, 397)","(17, 17)","(16, 17)","(0, 0)",20
恋,0,"(0, 289)","(17, 17)","(16, 17)","(0, 0)",20
恐,1,"(139, 396)","(17, 16)","(16, 17)","(0, 1)",20
恢,1,"(450, 72)","(17, 17)","(16, 17)","(0, 0)",20
恥,0,"(0, 433)","(17, 17)","(16, 17)","(0, 0)",20
恨,1,"(468, 36)","(17, 17)","(16, 17)","(0, 0)",20
恩,2,"(88, 34)","(17, 16)","(16, 17)","(0, 1)",20
息,1,"(432, 216)","(17, 17)","(16, 17)","(0, 0)",20
恵,0,"(0, 73)","(17, 17)","(16, 17)","(0, 0)",20
悔,1,"(180, 108)","(17, 17)","(16, 17)","(0, 0)",20
悟,1,"(324, 342)","(17, 17)","(16, 17)","(0, 0)",20
悠,0,"(450, 274)","(17, 17)","(16, 17)","(0, 0)",20
患,1,"(72, 270)","(17, 17)","(16, 17)","(0, 0)",20
悩,1,"(486, 0)","(17, 17)","(16, 17)","(0, 0)",20
悪,1,"(174, 413)","(17, 16)","(16, 17)","(0, 1)",20
悲,1,"(108, 36)","(17, 17)","(16, 17)","(0, 0)",20
情,1,"(342, 252)","(17, 17)","(16, 17)","(0, 0)",20
惑,1,"(414, 180)","(17, 17)","(16, 17)","(0, 0)",20
惜,1,"(288, 360)","(17, 17)","(16, 17)","(0, 0)",20
惨,1,"(144, 324)","(17, 17)","(16, 17)","(0, 0)",20
想,1,"(180, 288)","(17, 17)","(16, 17)","(0, 0)",20
惹,0,"(127, 19)","(17, 17)","(16, 17)","(0, 0)",20
愉,1,"(0, 180)","(17, 17)","(16, 17)","(0, 0)",20
意,0,"(300, 0)","(18, 17)","(16, 17)","(0, 0)",20
愕,1,"(144, 360)","(17, 17)","(16, 17)","(0, 0)",20
愚,2,"(404, 52)","(17, 16)","(16, 17)","(0, 1)",20
愛,1,"(180, 36)","(17, 17)","(16, 17)","(0, 0)",20
感,0,"(378, 146)","(17, 17)","(16, 17)","(0, 0)",20
慄,2,"(162, 480)","(17, 17)","(16, 17)","(0, 0)",20
慈,0,"(180, 253)","(17, 17)","(16, 17)","(0, 0)",20
態,1,"(0, 216)","(17, 17)","(16, 17)","(0, 0)",20
慎,0,"(18, 469)","(17, 17)","(16, 17)","(0, 0)",20
慕,0,"(378, 128)","(17, 17)","(16, 17)","(0, 0)",20
慢,0,"(126, 451)","(17, 17)","(16, 17)","(0, 0)",20
慣,0,"(468, 365)","(17, 17)","(16, 17)","(0, 0)",20
慮,1,"(468, 54)","(17, 17)","(16, 17)","(0, 0)",20
憂,0,"(54, 379)","(17, 17)","(16, 17)","(0, 1)",20
憎,0,"(432, 450)","(17, 17)","(16, 17)","(0, 0)",20
憐,1,"(252, 288)","(17, 17)","(16, 17)","(0, 0)",20
憤,0,"(181, 36)","(17, 17)","(16, 17)","(0, 0)",20
憧,0,"(0, 55)","(17, 17)","(16, 17)","(0, 0)",20
憩,1,"(234, 36)","(17, 17)","(16, 17)","(0, 0)",20
憶,0,"(432, 162)","(17, 17)","(16, 17)","(0, 0)",20
憾,0,"(126, 145)","(17, 17)","(16, 17)","(0, 0)",20
懇,2,"(302, 34)","(17, 16)","(16, 17)","(0, 1)",20
懐,0,"(180, 126)","(17, 17)","(16, 17)","(0, 0)",20
懲,0,"(432, 198)","(17, 17)","(16, 17)","(0, 0)",20
懸,2,"(390, 69)","(17, 16)","(16, 17)","(0, 0)",20
成,0,"(450, 418)","(17, 17)","(16, 17)","(0, 0)",20
我,1,"(144, 378)","(17, 17)","(16, 17)","(0, 0)",20
戒,0,"(360, 345)","(17, 17)","(16, 17)","(0, 0)",20
或,1,"(180, 342)","(17, 17)","(16, 17)","(0, 0)",20
戦,1,"(36, 306)","(17, 17)","(16, 17)","(0, 0)",20
戯,1,"(126, 342)","(17, 17)","(16, 17)","(0, 0)",20
戸,2,"(52, 34)","(17, 16)","(16, 17)","(0, 1)",20
戻,2,"(52, 86)","(17, 16)","(16, 17)","(0, 1)",20
房,1,"(89, 464)","(17, 16)","(16, 17)","(0, 1)",20
所,1,"(126, 252)","(17, 17)","(16, 17)","(0, 0)",20
扇,2,"(372, 17)","(17, 16)","(16, 17)","(0, 1)",20
扉,1,"(342, 360)","(17, 17)","(16, 17)","(0, 1)",20
手,2,"(195, 85)","(17, 16)","(16, 17)","(0, 1)",20
才,1,"(396, 36)","(17, 17)","(16, 17)","(0, 0)",20
打,1,"(342, 54)","(17, 17)","(16, 17)","(0, 0)",20
払,0,"(108, 73)","(17, 17)","(16, 17)","(0, 0)",20
扱,0,"(216, 307)","(17, 17)","(16, 17)","(0, 0)",20
批,2,"(198, 480)","(17, 17)","(16, 17)","(0, 0)",20
承,1,"(319, 378)","(17, 16)","(16, 17)","(0, 1)",20
技,0,"(471, 72)","(17, 17)","(16, 17)","(0, 0)",20
把,1,"(306, 36)","(17, 17)","(16, 17)","(0, 0)",20
抑,1,"(213, 378)","(16, 17)","(16, 17)","(0, 0)",20
投,1,"(162, 324)","(17, 17)","(16, 17)","(0, 0)",20
抗,1,"(216, 270)","(17, 17)","(16, 17)","(0, 0)",20
折,1,"(414, 342)","(17, 17)","(16, 17)","(0, 0)",20
抜,1,"(234, 216)","(17, 17)","(16, 17)","(0, 0)",20
択,0,"(480, 94)","(17, 17)","(16, 17)","(0, 0)",20
披,0,"(162, 127)","(17, 17)","(16, 17)","(0, 0)",20
抱,0,"(340, 73)","(17, 17)","(16, 17)","(0, 0)",20
抵,0,"(108, 127)","(17, 17)","(16, 17)","(0, 0)",20
抹,0,"(72, 289)","(17, 17)","(16, 17)","(0, 0)",20
押,1,"(0, 378)","(17, 17)","(16, 17)","(0, 0)",20
抽,1,"(252, 324)","(17, 17)","(16, 17)","(0, 0)",20
担,0,"(72, 343)","(17, 17)","(16, 17)","(0, 0)",20
拍,2,"(195, 18)","(16, 17)","(16, 17)","(0, 0)",20
拐,1,"(17, 396)","(16, 17)","(16, 17)","(0, 0)",20
拒,0,"(90, 55)","(17, 17)","(16, 17)","(0, 0)",20
拘,0,"(162, 271)","(17, 17)","(16, 17)","(0, 0)",20
招,0,"(322, 73)","(17, 17)","(16, 17)","(0, 0)",20
拝,1,"(468, 270)","(17, 17)","(16, 17)","(0, 0)",20
拠,0,"(324, 415)","(17, 17)","(16, 17)","(0, 0)",20
拡,0,"(180, 72)","(17, 17)","(16, 17)","(0, 0)",20
括,1,"(216, 216)","(17, 17)","(16, 17)","(0, 0)",20
拳,1,"(18, 180)","(17, 17)","(16, 17)","(0, 0)",20
拶,1,"(252, 306)","(17, 17)","(16, 17)","(0, 0)",20
拾,0,"(198, 109)","(17, 17)","(16, 17)","(0, 0)",20
持,1,"(216, 360)","(17, 17)","(16, 17)","(0, 0)",20
指,0,"(54, 37)","(17, 17)","(16, 17)","(0, 0)",20
挑,0,"(470, 112)","(17, 17)","(16, 17)","(0, 0)",20
挙,0,"(163, 19)","(17, 17)","(16, 17)","(0, 0)",20
挟,0,"(468, 148)","(17, 17)","(16, 17)","(0, 0)",20
挨,1,"(468, 0)","(17, 17)","(16, 17)","(0, 0)",20
振,1,"(450, 252)","(17, 17)","(16, 17)","(0, 0)",20
挿,0,"(378, 269)","(17, 17)","(16, 17)","(0, 0)",20
捌,1,"(450, 270)","(17, 17)","(16, 17)","(0, 0)",20
捕,0,"(72, 55)","(17, 17)","(16, 17)","(0, 0)",20
捜,0,"(482, 18)","(17, 17)","(16, 17)","(0, 0)",20
捧,1,"(486, 180)","(17, 17)","(16, 17)","(0, 0)",20
捨,0,"(468, 401)","(17, 17)","(16, 17)","(0, 0)",20
掃,0,"(183, 18)","(17, 17)","(16, 17)","(0, 0)",20
授,0,"(126, 487)","(17, 17)","(16, 17)","(0, 0)",20
掘,1,"(252, 126)","(17, 17)","(16, 17)","(0, 0)",20
掛,0,"(252, 108)","(17, 17)","(16, 17)","(0, 0)",20
掟,1,"(486, 18)","(17, 17)","(16, 17)","(0, 0)",20
採,0,"(288, 199)","(17, 17)","(16, 17)","(0, 0)",20
探,0,"(37, 19)","(17, 17)","(16, 17)","(0, 0)",20
接,0,"(252, 144)","(17, 17)","(16, 17)","(0, 0)",20
控,0,"(108, 307)","(17, 17)","(16, 17)","(0, 0)",20
推,0,"(126, 109)","(17, 17)","(16, 17)","(0, 0)",20
掻,1,"(486, 162)","(17, 17)","(16, 17)","(0, 0)",20
描,1,"(450, 36)","(17, 17)","(16, 17)","(0, 0)",20
提,1,"(0, 288)","(17, 17)","(16, 17)","(0, 0)",20
揚,1,"(198, 216)","(17, 17)","(16, 17)","(0, 0)",20
換,0,"(468, 437)","(17, 17)","(16, 17)","(0, 0)",20
握,0,"(54, 145)","(17, 17)","(16, 17)","(0, 0)",20
揮,1,"(54, 324)","(17, 17)","(16, 17)","(0, 0)",20
援,0,"(464, 0)","(17, 17)","(16, 17)","(0, 0)",20
揺,1,"(414, 90)","(17, 17)","(16, 17)","(0, 0)",20
損,1,"(486, 252)","(17, 17)","(16, 17)","(0, 0)",20
搬,0,"(180, 487)","(17, 17)","(16, 17)","(0, 0)",20
摂,0,"(252, 468)","(17, 17)","(16, 17)","(0, 0)",20
摘,0,"(462, 54)","(17, 17)","(16, 17)","(0, 0)",20
撃,1,"(486, 234)","(17, 17)","(16, 17)","(0, 0)",20
撫,0,"(144, 289)","(17, 17)","(16, 17)","(0, 0)",20
撮,1,"(0, 324)","(17, 17)","(16, 17)","(0, 0)",20
撼,1,"(252, 198)","(17, 17)","(16, 17)","(0, 0)",20
操,0,"(450, 346)","(17, 17)","(16, 17)","(0, 0)",20
擬,1,"(486, 126)","(17, 17)","(16, 17)","(0, 0)",20
支,1,"(360, 306)","(17, 17)","(16, 17)","(0, 0)",20
改,0,"(306, 289)","(17, 17)","(16, 17)","(0, 0)",20
攻,1,"(450, 126)","(17, 17)","(16, 17)","(0, 0)",20
放,1,"(126, 180)","(17, 17)","(16, 17)","(0, 0)",20
政,0,"(18, 253)","(17, 17)","(16, 17)","(0, 0)",20
故,1,"(486, 360)","(17, 17)","(16, 17)","(0, 0)",20
救,0,"(0, 109)","(17, 17)","(16, 17)","(0, 0)",20
敗,1,"(90, 0)","(17, 17)","(16, 17)","(0, 0)",20
教,0,"(216, 235)","(17, 17)","(16, 17)","(0, 0)",20
敢,1,"(144, 90)","(17, 17)","(16, 17)","(0, 0)",20
散,0,"(234, 127)","(17, 17)","(16, 17)","(0, 0)",20
敦,0,"(36, 37)","(17, 17)","(16, 17)","(0, 0)",20
敬,0,"(252, 216)","(17, 17)","(16, 17)","(0, 0)",20
数,0,"(432, 288)","(17, 17)","(16, 17)","(0, 0)",20
整,0,"(396, 395)","(17, 17)","(16, 17)","(0, 0)",20
敵,1,"(0, 342)","(17, 17)","(16, 17)","(0, 0)",20
敷,1,"(216, 252)","(17, 17)","(16, 17)","(0, 0)",20
文,0,"(198, 343)","(17, 17)","(16, 17)","(0, 0)",20
斎,1,"(108, 378)","(17, 17)","(16, 17)","(0, 0)",20
斐,1,"(432, 108)","(17, 17)","(16, 17)","(0, 0)",20
料,1,"(486, 54)","(17, 17)","(16, 17)","(0, 0)",20
斧,0,"(361, 55)","(17, 17)","(16, 17)","(0, 0)",20
斬,1,"(0, 36)","(17, 17)","(16, 17)","(0, 0)",20
断,1,"(324, 126)","(17, 17)","(16, 17)","(1, 0)",20
斯,1,"(144, 342)","(17, 17)","(16, 17)","(0, 0)",20
新,1,"(270, 180)","(17, 17)","(16, 17)","(0, 0)",20
方,1,"(216, 180)","(17, 17)","(16, 17)","(0, 0)",20
施,0,"(450, 472)","(17, 17)","(16, 17)","(0, 0)",20
旅,1,"(252, 0)","(17, 17)","(16, 17)","(0, 0)",20
旋,0,"(306, 469)","(17, 17)","(16, 17)","(0, 0)",20
族,1,"(54, 18)","(17, 17)","(16, 17)","(0, 0)",20
日,2,"(116, 224)","(14, 16)","(16, 17)","(2, 1)",20
旦,2,"(248, 51)","(17, 16)","(16, 17)","(0, 1)",20
旧,2,"(393, 190)","(15, 16)","(16, 17)","(1, 1)",20
旨,2,"(424, 209)","(15, 16)","(16, 17)","(1, 0)",20
早,2,"(142, 68)","(17, 16)","(16, 17)","(0, 1)",20
昇,2,"(70, 102)","(17, 16)","(16, 17)","(0, 1)",20
昌,2,"(15, 223)","(15, 16)","(16, 17)","(1, 1)",20
明,2,"(225, 188)","(16, 16)","(16, 17)","(1, 1)",20
昏,1,"(265, 395)","(17, 16)","(16, 17)","(0, 1)",20
易,2,"(343, 153)","(16, 16)","(16, 17)","(0, 1)",20
昔,0,"(108, 397)","(17, 17)","(16, 17)","(0, 0)",20
星,1,"(262, 480)","(17, 16)","(16, 17)","(0, 1)",20
映,0,"(54, 469)","(17, 17)","(16, 17)","(1, 0)",20
春,1,"(360, 198)","(17, 17)","(16, 17)","(0, 0)",20
昨,2,"(125, 17)","(16, 17)","(16, 17)","(1, 0)",20
是,1,"(391, 378)","(17, 16)","(16, 17)","(0, 1)",20
昼,2,"(159, 34)","(17, 16)","(16, 17)","(0, 1)",20
時,1,"(234, 180)","(17, 17)","(16, 17)","(1, 0)",20
晩,2,"(460, 69)","(16, 17)","(16, 17)","(1, 0)",20
景,2,"(300, 104)","(17, 16)","(16, 17)","(0, 1)",20
晴,1,"(90, 90)","(17, 17)","(16, 17)","(1, 0)",20
晶,2,"(439, 140)","(16, 16)","(16, 17)","(1, 1)",20
智,2,"(51, 155)","(16, 16)","(16, 17)","(0, 0)",20
暇,1,"(306, 108)","(17, 17)","(16, 17)","(1, 1)",20
暑,1,"(104, 430)","(17, 16)","(16, 17)","(0, 1)",20
暖,0,"(414, 432)","(17, 17)","(16, 17)","(1, 0)",20
暗,2,"(231, 68)","(17, 16)","(16, 17)","(1, 0)",20
暮,0,"(108, 415)","(17, 17)","(16, 17)","(0, 0)",20
暴,1,"(368, 483)","(17, 16)","(16, 17)","(0, 1)",20
曇,2,"(104, 125)","(16, 16)","(16, 17)","(1, 1)",20
曲,2,"(174, 155)","(16, 16)","(16, 17)","(1, 0)",20
更,1,"(476, 446)","(17, 16)","(16, 17)","(0, 1)",20
書,0,"(432, 468)","(17, 17)","(16, 17)","(0, 0)",20
曹,2,"(404, 35)","(17, 16)","(16, 17)","(0, 0)",20
替,2,"(473, 52)","(17, 16)","(16, 17)","(0, 0)",20
最,0,"(54, 235)","(17, 17)","(16, 17)","(0, 1)",20
月,2,"(116, 207)","(14, 16)","(16, 17)","(1, 1)",20
有,0,"(414, 216)","(17, 17)","(16, 17)","(0, 0)",20
朋,2,"(309, 140)","(16, 16)","(16, 17)","(0, 1)",20
服,0,"(54, 325)","(17, 17)","(16, 17)","(0, 1)",20
朗,0,"(18, 307)","(17, 17)","(16, 17)","(0, 0)",20
望,1,"(405, 395)","(17, 16)","(16, 17)","(0, 0)",20
朝,2,"(439, 51)","(16, 17)","(16, 17)","(0, 0)",20
期,0,"(396, 287)","(17, 17)","(16, 17)","(0, 0)",20
木,0,"(108, 199)","(17, 17)","(16, 17)","(0, 0)",20
未,1,"(162, 18)","(17, 17)","(16, 17)","(0, 0)",20
末,0,"(36, 91)","(17, 17)","(16, 17)","(0, 0)",20
本,0,"(126, 433)","(17, 17)","(16, 17)","(0, 0)",20
札,1,"(18, 126)","(17, 17)","(16, 17)","(0, 0)",20
机,0,"(162, 181)","(17, 17)","(16, 17)","(0, 0)",20
材,0,"(342, 145)","(17, 17)","(16, 17)","(0, 0)",20
村,1,"(414, 306)","(17, 17)","(16, 17)","(0, 0)",20
杖,1,"(396, 342)","(17, 17)","(16, 17)","(0, 0)",20
束,0,"(18, 271)","(17, 17)","(16, 17)","(0, 0)",20
条,1,"(54, 198)","(17, 17)","(16, 17)","(0, 0)",20
来,0,"(18, 289)","(17, 17)","(16, 17)","(0, 0)",20
杯,1,"(36, 162)","(17, 17)","(16, 17)","(0, 0)",20
東,0,"(378, 395)","(17, 17)","(16, 17)","(0, 0)",20
松,0,"(36, 487)","(17, 17)","(16, 17)","(0, 0)",20
板,0,"(18, 415)","(17, 17)","(16, 17)","(0, 0)",20
析,0,"(144, 253)","(17, 17)","(16, 17)","(0, 0)",20
枕,0,"(486, 473)","(17, 17)","(16, 17)","(0, 0)",20
林,0,"(54, 397)","(17, 17)","(16, 17)","(0, 0)",20
枚,0,"(126, 415)","(17, 17)","(16, 17)","(0, 0)",20
果,2,"(0, 136)","(17, 16)","(16, 17)","(0, 1)",20
枝,0,"(342, 415)","(17, 17)","(16, 17)","(0, 0)",20
枠,0,"(342, 109)","(17, 17)","(16, 17)","(0, 0)",20
枢,0,"(54, 487)","(17, 17)","(16, 17)","(0, 0)",20
枯,0,"(126, 253)","(17, 17)","(16, 17)","(0, 0)",20
柄,0,"(360, 145)","(17, 17)","(16, 17)","(0, 0)",20
某,0,"(90, 361)","(17, 17)","(16, 17)","(0, 0)",20
染,0,"(360, 237)","(17, 17)","(16, 17)","(0, 0)",20
柔,0,"(198, 271)","(17, 17)","(16, 17)","(0, 1)",20
柱,0,"(234, 486)","(17, 17)","(16, 17)","(0, 0)",20
柴,1,"(108, 0)","(17, 17)","(16, 17)","(0, 0)",20
査,1,"(121, 413)","(17, 16)","(16, 17)","(0, 0)",20
栄,1,"(342, 0)","(17, 17)","(16, 17)","(0, 0)",20
栓,1,"(0, 360)","(17, 17)","(16, 17)","(0, 0)",20
校,0,"(411, 179)","(17, 17)","(16, 17)","(0, 0)",20
株,0,"(450, 162)","(17, 17)","(16, 17)","(0, 0)",20
核,0,"(342, 487)","(17, 17)","(16, 17)","(0, 0)",20
根,0,"(162, 55)","(17, 17)","(16, 17)","(0, 0)",20
格,0,"(342, 127)","(17, 17)","(16, 17)","(0, 0)",20
案,0,"(360, 91)","(17, 17)","(16, 17)","(0, 0)",20
桑,1,"(360, 144)","(17, 17)","(16, 17)","(0, 1)",20
桜,1,"(144, 288)","(17, 17)","(16, 17)","(0, 0)",20
桟,0,"(324, 217)","(17, 17)","(16, 17)","(0, 0)",20
桶,0,"(450, 364)","(17, 17)","(16, 17)","(0, 0)",20
梅,0,"(0, 217)","(17, 17)","(16, 17)","(0, 0)",20
梨,1,"(108, 324)","(17, 17)","(16, 17)","(0, 0)",20
械,0,"(252, 198)","(17, 17)","(16, 17)","(0, 0)",20
棄,0,"(54, 253)","(17, 17)","(16, 17)","(0, 0)",20
棋,0,"(396, 143)","(17, 17)","(16, 17)","(0, 0)",20
棒,0,"(126, 127)","(17, 17)","(16, 17)","(0, 0)",20
棚,0,"(468, 329)","(17, 17)","(16, 17)","(0, 0)",20
棟,1,"(360, 270)","(17, 17)","(16, 17)","(0, 0)",20
森,0,"(342, 433)","(17, 17)","(16, 17)","(0, 0)",20
棲,0,"(90, 397)","(17, 17)","(16, 17)","(0, 0)",20
棺,0,"(126, 217)","(17, 17)","(16, 17)","(0, 0)",20
椅,0,"(468, 221)","(17, 17)","(16, 17)","(0, 0)",20
植,0,"(324, 199)","(17, 17)","(16, 17)","(0, 0)",20
椒,0,"(270, 126)","(17, 17)","(16, 17)","(0, 0)",20
検,0,"(126, 307)","(17, 17)","(16, 17)","(0, 0)",20
業,0,"(288, 271)","(17, 17)","(16, 17)","(0, 0)",20
極,0,"(468, 311)","(17, 17)","(16, 17)","(0, 0)",20
楽,0,"(360, 435)","(17, 17)","(16, 17)","(0, 0)",20
概,0,"(18, 361)","(17, 17)","(16, 17)","(0, 0)",20
榎,0,"(450, 490)","(17, 17)","(16, 17)","(0, 0)",20
構,1,"(252, 90)","(17, 17)","(16, 17)","(0, 0)",20
槌,0,"(324, 433)","(17, 17)","(16, 17)","(0, 0)",20
様,0,"(486, 221)","(17, 17)","(16, 17)","(0, 0)",20
槽,1,"(378, 54)","(17, 17)","(16, 17)","(0, 0)",20
標,1,"(72, 126)","(17, 17)","(16, 17)","(0, 0)",20
模,1,"(234, 162)","(17, 17)","(16, 17)","(0, 0)",20
権,0,"(306, 379)","(17, 17)","(16, 17)","(0, 0)",20
横,0,"(288, 451)","(17, 17)","(16, 17)","(0, 0)",20
樹,0,"(162, 145)","(17, 17)","(16, 17)","(0, 0)",20
樽,0,"(108, 487)","(17, 17)","(16, 17)","(0, 0)",20
橋,1,"(432, 360)","(17, 17)","(16, 17)","(0, 0)",20
機,1,"(306, 198)","(17, 17)","(16, 17)","(0, 0)",20
櫻,0,"(286, 162)","(17, 17)","(16, 17)","(0, 0)",20
欄,0,"(447, 180)","(17, 17)","(16, 17)","(0, 0)",20
欠,0,"(90, 253)","(17, 17)","(16, 17)","(0, 0)",20
次,0,"(234, 468)","(17, 17)","(16, 17)","(0, 0)",20
欣,1,"(234, 90)","(17, 17)","(16, 17)","(0, 0)",20
