char,tex,pos,size,pos_off,pos_add,offset
係,0,"(96, 0)","(16, 15)","(14, 14)","(0, 0)",20
保,0,"(16, 15)","(16, 15)","(14, 14)","(0, 0)",20
像,0,"(48, 0)","(16, 15)","(14, 14)","(0, 0)",20
入,0,"(89, 75)","(15, 14)","(14, 14)","(0, 1)",20
再,0,"(75, 60)","(15, 15)","(14, 14)","(0, 1)",20
力,1,"(30, 50)","(14, 14)","(14, 14)","(0, 0)",20
加,0,"(32, 15)","(15, 16)","(14, 14)","(0, 0)",20
動,0,"(90, 60)","(15, 15)","(14, 14)","(0, 0)",20
去,0,"(60, 75)","(15, 15)","(14, 14)","(0, 0)",20
号,1,"(15, 50)","(14, 14)","(14, 14)","(0, 0)",20
品,0,"(30, 61)","(15, 15)","(14, 14)","(0, 0)",20
図,0,"(86, 104)","(14, 14)","(14, 14)","(0, 0)",20
声,0,"(0, 61)","(15, 15)","(14, 14)","(0, 0)",20
存,0,"(95, 15)","(16, 15)","(14, 14)","(0, 0)",20
定,0,"(79, 15)","(16, 15)","(14, 14)","(0, 0)",20
廷,0,"(77, 30)","(15, 15)","(14, 14)","(0, 0)",20
後,0,"(0, 0)","(16, 16)","(14, 14)","(0, 0)",20
拠,0,"(64, 0)","(16, 15)","(14, 14)","(0, 0)",20
映,0,"(15, 61)","(15, 15)","(14, 14)","(0, 0)",20
曲,0,"(103, 103)","(14, 15)","(14, 14)","(1, 0)",20
楽,0,"(0, 16)","(16, 15)","(14, 14)","(0, 0)",20
次,0,"(45, 60)","(15, 15)","(14, 14)","(0, 0)",20
決,0,"(45, 75)","(15, 15)","(14, 14)","(0, 0)",20
法,0,"(30, 46)","(15, 15)","(14, 14)","(0, 0)",20
消,0,"(105, 60)","(15, 15)","(14, 14)","(0, 0)",20
番,1,"(0, 50)","(14, 14)","(14, 14)","(0, 0)",20
目,1,"(0, 14)","(13, 14)","(14, 14)","(1, 1)",20
移,0,"(0, 31)","(15, 15)","(14, 14)","(0, 0)",20
編,0,"(62, 30)","(15, 15)","(14, 14)","(0, 0)",20
者,0,"(76, 45)","(15, 15)","(14, 14)","(0, 0)",20
覧,0,"(47, 30)","(15, 15)","(14, 14)","(0, 0)",20
解,0,"(16, 0)","(16, 15)","(14, 14)","(0, 0)",20
記,0,"(112, 0)","(16, 15)","(14, 14)","(0, 0)",20
証,0,"(80, 0)","(16, 15)","(14, 14)","(0, 0)",20
話,0,"(111, 15)","(16, 15)","(14, 14)","(0, 0)",20
調,0,"(61, 45)","(15, 15)","(14, 14)","(0, 0)",20
購,0,"(16, 30)","(15, 16)","(14, 14)","(0, 0)",20
追,0,"(32, 0)","(16, 15)","(14, 14)","(0, 0)",20
録,0,"(47, 15)","(16, 15)","(14, 14)","(0, 0)",20
開,0,"(0, 46)","(15, 15)","(14, 14)","(0, 0)",20
関,0,"(106, 45)","(15, 15)","(14, 14)","(0, 0)",20
集,0,"(63, 15)","(16, 15)","(14, 14)","(0, 0)",20
音,0,"(60, 60)","(15, 15)","(14, 14)","(0, 0)",20
