char,tex,pos,size,pos_off,pos_add,offset 
従,1,"(468, 252)","(17, 17)","(16, 17)","(0, 0)",20
得,1,"(486, 252)","(17, 17)","(16, 17)","(0, 0)",20
徘,1,"(0, 270)","(17, 17)","(16, 17)","(0, 0)",20
御,1,"(18, 270)","(17, 17)","(16, 17)","(0, 0)",20
復,1,"(36, 270)","(17, 17)","(16, 17)","(0, 0)",20
循,1,"(54, 270)","(17, 17)","(16, 17)","(0, 0)",20
微,1,"(72, 270)","(17, 17)","(16, 17)","(0, 0)",20
徴,1,"(90, 270)","(17, 17)","(16, 17)","(0, 0)",20
德,1,"(108, 270)","(17, 17)","(16, 17)","(0, 0)",20
徽,1,"(126, 270)","(17, 17)","(16, 17)","(0, 0)",20
心,1,"(144, 270)","(17, 17)","(16, 17)","(0, 0)",20
必,1,"(162, 270)","(17, 17)","(16, 17)","(0, 0)",20
忆,1,"(180, 270)","(17, 17)","(16, 17)","(0, 0)",20
忌,1,"(198, 270)","(17, 17)","(16, 17)","(0, 0)",20
忍,1,"(216, 270)","(17, 17)","(16, 17)","(0, 0)",20
忏,1,"(234, 270)","(17, 17)","(16, 17)","(0, 0)",20
志,1,"(252, 270)","(17, 17)","(16, 17)","(0, 0)",20
忘,1,"(270, 270)","(17, 17)","(16, 17)","(0, 0)",20
忙,1,"(288, 270)","(17, 17)","(16, 17)","(0, 0)",20
応,1,"(306, 270)","(17, 17)","(16, 17)","(0, 0)",20
忠,1,"(324, 270)","(17, 17)","(16, 17)","(0, 0)",20
忧,1,"(342, 270)","(17, 17)","(16, 17)","(0, 0)",20
快,1,"(360, 270)","(17, 17)","(16, 17)","(0, 0)",20
忱,1,"(378, 270)","(17, 17)","(16, 17)","(0, 0)",20
念,1,"(396, 270)","(17, 17)","(16, 17)","(0, 0)",20
忽,1,"(414, 270)","(17, 17)","(16, 17)","(0, 0)",20
怀,1,"(432, 270)","(17, 17)","(16, 17)","(0, 0)",20
态,1,"(450, 270)","(17, 17)","(16, 17)","(0, 0)",20
怎,1,"(468, 270)","(17, 17)","(16, 17)","(0, 0)",20
怒,1,"(486, 270)","(17, 17)","(16, 17)","(0, 0)",20
怕,1,"(0, 288)","(17, 17)","(16, 17)","(0, 0)",20
怖,1,"(18, 288)","(17, 17)","(16, 17)","(0, 0)",20
怜,1,"(36, 288)","(17, 17)","(16, 17)","(0, 0)",20
思,1,"(54, 288)","(17, 17)","(16, 17)","(0, 0)",20
急,1,"(72, 288)","(17, 17)","(16, 17)","(0, 0)",20
性,1,"(90, 288)","(17, 17)","(16, 17)","(0, 0)",20
怨,1,"(108, 288)","(17, 17)","(16, 17)","(0, 0)",20
怪,1,"(126, 288)","(17, 17)","(16, 17)","(0, 0)",20
总,1,"(144, 288)","(17, 17)","(16, 17)","(0, 0)",20
恋,1,"(162, 288)","(17, 17)","(16, 17)","(0, 0)",20
恐,1,"(180, 288)","(17, 17)","(16, 17)","(0, 0)",20
恒,1,"(198, 288)","(17, 17)","(16, 17)","(0, 0)",20
恕,1,"(216, 288)","(17, 17)","(16, 17)","(0, 0)",20
恙,1,"(234, 288)","(17, 17)","(16, 17)","(0, 0)",20
恢,1,"(252, 288)","(17, 17)","(16, 17)","(0, 0)",20
恨,1,"(270, 288)","(17, 17)","(16, 17)","(0, 0)",20
恩,1,"(288, 288)","(17, 17)","(16, 17)","(0, 0)",20
恭,1,"(306, 288)","(17, 17)","(16, 17)","(0, 0)",20
息,1,"(324, 288)","(17, 17)","(16, 17)","(0, 0)",20
恰,1,"(342, 288)","(17, 17)","(16, 17)","(0, 0)",20
恳,1,"(360, 288)","(17, 17)","(16, 17)","(0, 0)",20
恶,1,"(378, 288)","(17, 17)","(16, 17)","(0, 0)",20
恼,1,"(396, 288)","(17, 17)","(16, 17)","(0, 0)",20
悄,1,"(414, 288)","(17, 17)","(16, 17)","(0, 0)",20
悉,1,"(432, 288)","(17, 17)","(16, 17)","(0, 0)",20
悍,1,"(450, 288)","(17, 17)","(16, 17)","(0, 0)",20
悔,1,"(468, 288)","(17, 17)","(16, 17)","(0, 0)",20
悖,1,"(486, 288)","(17, 17)","(16, 17)","(0, 0)",20
悟,1,"(0, 306)","(17, 17)","(16, 17)","(0, 0)",20
悠,1,"(18, 306)","(17, 17)","(16, 17)","(0, 0)",20
患,1,"(36, 306)","(17, 17)","(16, 17)","(0, 0)",20
悦,1,"(54, 306)","(17, 17)","(16, 17)","(0, 0)",20
您,1,"(72, 306)","(17, 17)","(16, 17)","(0, 0)",20
悩,1,"(90, 306)","(17, 17)","(16, 17)","(0, 0)",20
悪,1,"(108, 306)","(17, 17)","(16, 17)","(0, 0)",20
悬,1,"(126, 306)","(17, 17)","(16, 17)","(0, 0)",20
悲,1,"(144, 306)","(17, 17)","(16, 17)","(0, 0)",20
情,1,"(162, 306)","(17, 17)","(16, 17)","(0, 0)",20
惊,1,"(180, 306)","(17, 17)","(16, 17)","(0, 0)",20
惑,1,"(198, 306)","(17, 17)","(16, 17)","(0, 0)",20
惕,1,"(216, 306)","(17, 17)","(16, 17)","(0, 0)",20
惘,1,"(234, 306)","(17, 17)","(16, 17)","(0, 0)",20
惜,1,"(252, 306)","(17, 17)","(16, 17)","(0, 0)",20
惧,1,"(270, 306)","(17, 17)","(16, 17)","(0, 0)",20
惨,1,"(288, 306)","(17, 17)","(16, 17)","(0, 0)",20
惩,1,"(306, 306)","(17, 17)","(16, 17)","(0, 0)",20
惭,1,"(324, 306)","(17, 17)","(16, 17)","(0, 0)",20
惯,1,"(342, 306)","(17, 17)","(16, 17)","(0, 0)",20
想,1,"(360, 306)","(17, 17)","(16, 17)","(0, 0)",20
惶,1,"(378, 306)","(17, 17)","(16, 17)","(0, 0)",20
惹,1,"(396, 306)","(17, 17)","(16, 17)","(0, 0)",20
愁,1,"(414, 306)","(17, 17)","(16, 17)","(0, 0)",20
愉,1,"(432, 306)","(17, 17)","(16, 17)","(0, 0)",20
意,1,"(450, 306)","(17, 17)","(16, 17)","(0, 0)",20
愕,1,"(468, 306)","(17, 17)","(16, 17)","(0, 0)",20
愚,1,"(486, 306)","(17, 17)","(16, 17)","(0, 0)",20
愛,1,"(0, 324)","(17, 17)","(16, 17)","(0, 0)",20
感,1,"(18, 324)","(17, 17)","(16, 17)","(0, 0)",20
愣,1,"(36, 324)","(17, 17)","(16, 17)","(0, 0)",20
愤,1,"(54, 324)","(17, 17)","(16, 17)","(0, 0)",20
愧,1,"(72, 324)","(17, 17)","(16, 17)","(0, 0)",20
愿,1,"(90, 324)","(17, 17)","(16, 17)","(0, 0)",20
慄,1,"(108, 324)","(17, 17)","(16, 17)","(0, 0)",20
慈,1,"(126, 324)","(17, 17)","(16, 17)","(0, 0)",20
態,1,"(144, 324)","(17, 17)","(16, 17)","(0, 0)",20
慌,1,"(162, 324)","(17, 17)","(16, 17)","(0, 0)",20
慎,1,"(180, 324)","(17, 17)","(16, 17)","(0, 0)",20
慑,1,"(198, 324)","(17, 17)","(16, 17)","(0, 0)",20
慕,1,"(216, 324)","(17, 17)","(16, 17)","(0, 0)",20
慢,1,"(234, 324)","(17, 17)","(16, 17)","(0, 0)",20
慧,1,"(252, 324)","(17, 17)","(16, 17)","(0, 0)",20
慨,1,"(270, 324)","(17, 17)","(16, 17)","(0, 0)",20
慰,1,"(288, 324)","(17, 17)","(16, 17)","(0, 0)",20
慷,1,"(306, 324)","(17, 17)","(16, 17)","(0, 0)",20
憎,1,"(324, 324)","(17, 17)","(16, 17)","(0, 0)",20
憶,1,"(342, 324)","(17, 17)","(16, 17)","(0, 0)",20
憾,1,"(360, 324)","(17, 17)","(16, 17)","(0, 0)",20
懂,1,"(378, 324)","(17, 17)","(16, 17)","(0, 0)",20
懇,1,"(396, 324)","(17, 17)","(16, 17)","(0, 0)",20
懈,1,"(414, 324)","(17, 17)","(16, 17)","(0, 0)",20
懊,1,"(432, 324)","(17, 17)","(16, 17)","(0, 0)",20
懐,1,"(450, 324)","(17, 17)","(16, 17)","(0, 0)",20
懒,1,"(468, 324)","(17, 17)","(16, 17)","(0, 0)",20
戈,1,"(486, 324)","(17, 17)","(16, 17)","(0, 0)",20
戏,1,"(0, 342)","(17, 17)","(16, 17)","(0, 0)",20
成,1,"(18, 342)","(17, 17)","(16, 17)","(0, 0)",20
我,1,"(36, 342)","(17, 17)","(16, 17)","(0, 0)",20
戒,1,"(54, 342)","(17, 17)","(16, 17)","(0, 0)",20
或,1,"(72, 342)","(17, 17)","(16, 17)","(0, 0)",20
战,1,"(90, 342)","(17, 17)","(16, 17)","(0, 0)",20
戦,1,"(108, 342)","(17, 17)","(16, 17)","(0, 0)",20
截,1,"(126, 342)","(17, 17)","(16, 17)","(0, 0)",20
戳,1,"(144, 342)","(17, 17)","(16, 17)","(0, 0)",20
戴,1,"(162, 342)","(17, 17)","(16, 17)","(0, 0)",20
户,1,"(180, 342)","(17, 17)","(16, 17)","(0, 0)",20
戻,1,"(198, 342)","(17, 17)","(16, 17)","(0, 0)",20
房,1,"(216, 342)","(17, 17)","(16, 17)","(0, 0)",20
所,1,"(234, 342)","(17, 17)","(16, 17)","(0, 0)",20
扇,1,"(252, 342)","(17, 17)","(16, 17)","(0, 0)",20
扉,1,"(270, 342)","(17, 17)","(16, 17)","(0, 0)",20
手,1,"(288, 342)","(17, 17)","(16, 17)","(0, 0)",20
才,1,"(306, 342)","(17, 17)","(16, 17)","(0, 0)",20
扎,1,"(324, 342)","(17, 17)","(16, 17)","(0, 0)",20
扑,1,"(342, 342)","(17, 17)","(16, 17)","(0, 0)",20
扒,1,"(360, 342)","(17, 17)","(16, 17)","(0, 0)",20
打,1,"(378, 342)","(17, 17)","(16, 17)","(0, 0)",20
扔,1,"(396, 342)","(17, 17)","(16, 17)","(0, 0)",20
払,1,"(414, 342)","(17, 17)","(16, 17)","(0, 0)",20
托,1,"(432, 342)","(17, 17)","(16, 17)","(0, 0)",20
扛,1,"(450, 342)","(17, 17)","(16, 17)","(0, 0)",20
扣,1,"(468, 342)","(17, 17)","(16, 17)","(0, 0)",20
执,1,"(486, 342)","(17, 17)","(16, 17)","(0, 0)",20
扩,1,"(0, 360)","(17, 17)","(16, 17)","(0, 0)",20
扫,1,"(18, 360)","(17, 17)","(16, 17)","(0, 0)",20
扬,1,"(36, 360)","(17, 17)","(16, 17)","(0, 0)",20
扭,1,"(54, 360)","(17, 17)","(16, 17)","(0, 0)",20
扮,1,"(72, 360)","(17, 17)","(16, 17)","(0, 0)",20
扯,1,"(90, 360)","(17, 17)","(16, 17)","(0, 0)",20
扰,1,"(108, 360)","(17, 17)","(16, 17)","(0, 0)",20
扳,1,"(126, 360)","(17, 17)","(16, 17)","(0, 0)",20
批,1,"(144, 360)","(17, 17)","(16, 17)","(0, 0)",20
找,1,"(162, 360)","(17, 17)","(16, 17)","(0, 0)",20
承,1,"(180, 360)","(17, 17)","(16, 17)","(0, 0)",20
技,1,"(198, 360)","(17, 17)","(16, 17)","(0, 0)",20
抄,1,"(216, 360)","(17, 17)","(16, 17)","(0, 0)",20
把,1,"(234, 360)","(17, 17)","(16, 17)","(0, 0)",20
抑,1,"(252, 360)","(17, 17)","(16, 17)","(0, 0)",20
抓,1,"(270, 360)","(17, 17)","(16, 17)","(0, 0)",20
投,1,"(288, 360)","(17, 17)","(16, 17)","(0, 0)",20
抖,1,"(306, 360)","(17, 17)","(16, 17)","(0, 0)",20
抗,1,"(324, 360)","(17, 17)","(16, 17)","(0, 0)",20
折,1,"(342, 360)","(17, 17)","(16, 17)","(0, 0)",20
抚,1,"(360, 360)","(17, 17)","(16, 17)","(0, 0)",20
抛,1,"(378, 360)","(17, 17)","(16, 17)","(0, 0)",20
抜,1,"(396, 360)","(17, 17)","(16, 17)","(0, 0)",20
択,1,"(414, 360)","(17, 17)","(16, 17)","(0, 0)",20
抢,1,"(432, 360)","(17, 17)","(16, 17)","(0, 0)",20
护,1,"(450, 360)","(17, 17)","(16, 17)","(0, 0)",20
报,1,"(468, 360)","(17, 17)","(16, 17)","(0, 0)",20
披,1,"(486, 360)","(17, 17)","(16, 17)","(0, 0)",20
抬,1,"(0, 378)","(17, 17)","(16, 17)","(0, 0)",20
抱,1,"(18, 378)","(17, 17)","(16, 17)","(0, 0)",20
抵,1,"(36, 378)","(17, 17)","(16, 17)","(0, 0)",20
抹,1,"(54, 378)","(17, 17)","(16, 17)","(0, 0)",20
押,1,"(72, 378)","(17, 17)","(16, 17)","(0, 0)",20
抽,1,"(90, 378)","(17, 17)","(16, 17)","(0, 0)",20
拂,1,"(108, 378)","(17, 17)","(16, 17)","(0, 0)",20
担,1,"(126, 378)","(17, 17)","(16, 17)","(0, 0)",20
拆,1,"(144, 378)","(17, 17)","(16, 17)","(0, 0)",20
拇,1,"(162, 378)","(17, 17)","(16, 17)","(0, 0)",20
拉,1,"(180, 378)","(17, 17)","(16, 17)","(0, 0)",20
拍,1,"(198, 378)","(17, 17)","(16, 17)","(0, 0)",20
拐,1,"(216, 378)","(17, 17)","(16, 17)","(0, 0)",20
拒,1,"(234, 378)","(17, 17)","(16, 17)","(0, 0)",20
拔,1,"(252, 378)","(17, 17)","(16, 17)","(0, 0)",20
拖,1,"(270, 378)","(17, 17)","(16, 17)","(0, 0)",20
拘,1,"(288, 378)","(17, 17)","(16, 17)","(0, 0)",20
拙,1,"(306, 378)","(17, 17)","(16, 17)","(0, 0)",20
招,1,"(324, 378)","(17, 17)","(16, 17)","(0, 0)",20
拜,1,"(342, 378)","(17, 17)","(16, 17)","(0, 0)",20
拟,1,"(360, 378)","(17, 17)","(16, 17)","(0, 0)",20
拠,1,"(378, 378)","(17, 17)","(16, 17)","(0, 0)",20
拢,1,"(396, 378)","(17, 17)","(16, 17)","(0, 0)",20
拥,1,"(414, 378)","(17, 17)","(16, 17)","(0, 0)",20
拧,1,"(432, 378)","(17, 17)","(16, 17)","(0, 0)",20
拨,1,"(450, 378)","(17, 17)","(16, 17)","(0, 0)",20
择,1,"(468, 378)","(17, 17)","(16, 17)","(0, 0)",20
括,1,"(486, 378)","(17, 17)","(16, 17)","(0, 0)",20
拯,1,"(0, 396)","(17, 17)","(16, 17)","(0, 0)",20
拳,1,"(18, 396)","(17, 17)","(16, 17)","(0, 0)",20
拶,1,"(36, 396)","(17, 17)","(16, 17)","(0, 0)",20
拷,1,"(54, 396)","(17, 17)","(16, 17)","(0, 0)",20
拼,1,"(72, 396)","(17, 17)","(16, 17)","(0, 0)",20
拽,1,"(90, 396)","(17, 17)","(16, 17)","(0, 0)",20
拾,1,"(108, 396)","(17, 17)","(16, 17)","(0, 0)",20
拿,1,"(126, 396)","(17, 17)","(16, 17)","(0, 0)",20
持,1,"(144, 396)","(17, 17)","(16, 17)","(0, 0)",20
挂,1,"(162, 396)","(17, 17)","(16, 17)","(0, 0)",20
指,1,"(180, 396)","(17, 17)","(16, 17)","(0, 0)",20
按,1,"(198, 396)","(17, 17)","(16, 17)","(0, 0)",20
挑,1,"(216, 396)","(17, 17)","(16, 17)","(0, 0)",20
挖,1,"(234, 396)","(17, 17)","(16, 17)","(0, 0)",20
挙,1,"(252, 396)","(17, 17)","(16, 17)","(0, 0)",20
挛,1,"(270, 396)","(17, 17)","(16, 17)","(0, 0)",20
挟,1,"(288, 396)","(17, 17)","(16, 17)","(0, 0)",20
挠,1,"(306, 396)","(17, 17)","(16, 17)","(0, 0)",20
挡,1,"(324, 396)","(17, 17)","(16, 17)","(0, 0)",20
挣,1,"(342, 396)","(17, 17)","(16, 17)","(0, 0)",20
挤,1,"(360, 396)","(17, 17)","(16, 17)","(0, 0)",20
挥,1,"(378, 396)","(17, 17)","(16, 17)","(0, 0)",20
挨,1,"(396, 396)","(17, 17)","(16, 17)","(0, 0)",20
挪,1,"(414, 396)","(17, 17)","(16, 17)","(0, 0)",20
振,1,"(432, 396)","(17, 17)","(16, 17)","(0, 0)",20
挺,1,"(450, 396)","(17, 17)","(16, 17)","(0, 0)",20
挽,1,"(468, 396)","(17, 17)","(16, 17)","(0, 0)",20
捆,1,"(486, 396)","(17, 17)","(16, 17)","(0, 0)",20
捉,1,"(0, 414)","(17, 17)","(16, 17)","(0, 0)",20
捏,1,"(18, 414)","(17, 17)","(16, 17)","(0, 0)",20
捕,1,"(36, 414)","(17, 17)","(16, 17)","(0, 0)",20
捜,1,"(54, 414)","(17, 17)","(16, 17)","(0, 0)",20
损,1,"(72, 414)","(17, 17)","(16, 17)","(0, 0)",20
捡,1,"(90, 414)","(17, 17)","(16, 17)","(0, 0)",20
换,1,"(108, 414)","(17, 17)","(16, 17)","(0, 0)",20
捣,1,"(126, 414)","(17, 17)","(16, 17)","(0, 0)",20
捨,1,"(144, 414)","(17, 17)","(16, 17)","(0, 0)",20
据,1,"(162, 414)","(17, 17)","(16, 17)","(0, 0)",20
捶,1,"(180, 414)","(17, 17)","(16, 17)","(0, 0)",20
掀,1,"(198, 414)","(17, 17)","(16, 17)","(0, 0)",20
掃,1,"(216, 414)","(17, 17)","(16, 17)","(0, 0)",20
授,1,"(234, 414)","(17, 17)","(16, 17)","(0, 0)",20
掉,1,"(252, 414)","(17, 17)","(16, 17)","(0, 0)",20
掌,1,"(270, 414)","(17, 17)","(16, 17)","(0, 0)",20
掏,1,"(288, 414)","(17, 17)","(16, 17)","(0, 0)",20
掐,1,"(306, 414)","(17, 17)","(16, 17)","(0, 0)",20
排,1,"(324, 414)","(17, 17)","(16, 17)","(0, 0)",20
掖,1,"(342, 414)","(17, 17)","(16, 17)","(0, 0)",20
掘,1,"(360, 414)","(17, 17)","(16, 17)","(0, 0)",20
探,1,"(378, 414)","(17, 17)","(16, 17)","(0, 0)",20
接,1,"(396, 414)","(17, 17)","(16, 17)","(0, 0)",20
控,1,"(414, 414)","(17, 17)","(16, 17)","(0, 0)",20
推,1,"(432, 414)","(17, 17)","(16, 17)","(0, 0)",20
掩,1,"(450, 414)","(17, 17)","(16, 17)","(0, 0)",20
措,1,"(468, 414)","(17, 17)","(16, 17)","(0, 0)",20
掷,1,"(486, 414)","(17, 17)","(16, 17)","(0, 0)",20
掺,1,"(0, 432)","(17, 17)","(16, 17)","(0, 0)",20
掻,1,"(18, 432)","(17, 17)","(16, 17)","(0, 0)",20
描,1,"(36, 432)","(17, 17)","(16, 17)","(0, 0)",20
提,1,"(54, 432)","(17, 17)","(16, 17)","(0, 0)",20
插,1,"(72, 432)","(17, 17)","(16, 17)","(0, 0)",20
握,1,"(90, 432)","(17, 17)","(16, 17)","(0, 0)",20
揣,1,"(108, 432)","(17, 17)","(16, 17)","(0, 0)",20
揪,1,"(126, 432)","(17, 17)","(16, 17)","(0, 0)",20
揭,1,"(144, 432)","(17, 17)","(16, 17)","(0, 0)",20
援,1,"(162, 432)","(17, 17)","(16, 17)","(0, 0)",20
搁,1,"(180, 432)","(17, 17)","(16, 17)","(0, 0)",20
搅,1,"(198, 432)","(17, 17)","(16, 17)","(0, 0)",20
搏,1,"(216, 432)","(17, 17)","(16, 17)","(0, 0)",20
搜,1,"(234, 432)","(17, 17)","(16, 17)","(0, 0)",20
搞,1,"(252, 432)","(17, 17)","(16, 17)","(0, 0)",20
搪,1,"(270, 432)","(17, 17)","(16, 17)","(0, 0)",20
搬,1,"(288, 432)","(17, 17)","(16, 17)","(0, 0)",20
搭,1,"(306, 432)","(17, 17)","(16, 17)","(0, 0)",20
携,1,"(324, 432)","(17, 17)","(16, 17)","(0, 0)",20
摄,1,"(342, 432)","(17, 17)","(16, 17)","(0, 0)",20
摆,1,"(360, 432)","(17, 17)","(16, 17)","(0, 0)",20
摇,1,"(378, 432)","(17, 17)","(16, 17)","(0, 0)",20
摊,1,"(396, 432)","(17, 17)","(16, 17)","(0, 0)",20
摔,1,"(414, 432)","(17, 17)","(16, 17)","(0, 0)",20
摘,1,"(432, 432)","(17, 17)","(16, 17)","(0, 0)",20
摧,1,"(450, 432)","(17, 17)","(16, 17)","(0, 0)",20
摩,1,"(468, 432)","(17, 17)","(16, 17)","(0, 0)",20
摸,1,"(486, 432)","(17, 17)","(16, 17)","(0, 0)",20
撃,1,"(0, 450)","(17, 17)","(16, 17)","(0, 0)",20
撑,1,"(18, 450)","(17, 17)","(16, 17)","(0, 0)",20
撒,1,"(36, 450)","(17, 17)","(16, 17)","(0, 0)",20
撕,1,"(54, 450)","(17, 17)","(16, 17)","(0, 0)",20
撞,1,"(72, 450)","(17, 17)","(16, 17)","(0, 0)",20
撤,1,"(90, 450)","(17, 17)","(16, 17)","(0, 0)",20
撬,1,"(108, 450)","(17, 17)","(16, 17)","(0, 0)",20
播,1,"(126, 450)","(17, 17)","(16, 17)","(0, 0)",20
撮,1,"(144, 450)","(17, 17)","(16, 17)","(0, 0)",20
撼,1,"(162, 450)","(17, 17)","(16, 17)","(0, 0)",20
擅,1,"(180, 450)","(17, 17)","(16, 17)","(0, 0)",20
操,1,"(198, 450)","(17, 17)","(16, 17)","(0, 0)",20
擦,1,"(216, 450)","(17, 17)","(16, 17)","(0, 0)",20
攒,1,"(234, 450)","(17, 17)","(16, 17)","(0, 0)",20
攘,1,"(252, 450)","(17, 17)","(16, 17)","(0, 0)",20
支,1,"(270, 450)","(17, 17)","(16, 17)","(0, 0)",20
收,1,"(288, 450)","(17, 17)","(16, 17)","(0, 0)",20
改,1,"(306, 450)","(17, 17)","(16, 17)","(0, 0)",20
攻,1,"(324, 450)","(17, 17)","(16, 17)","(0, 0)",20
放,1,"(342, 450)","(17, 17)","(16, 17)","(0, 0)",20
政,1,"(360, 450)","(17, 17)","(16, 17)","(0, 0)",20
故,1,"(378, 450)","(17, 17)","(16, 17)","(0, 0)",20
效,1,"(396, 450)","(17, 17)","(16, 17)","(0, 0)",20
敌,1,"(414, 450)","(17, 17)","(16, 17)","(0, 0)",20
敏,1,"(432, 450)","(17, 17)","(16, 17)","(0, 0)",20
救,1,"(450, 450)","(17, 17)","(16, 17)","(0, 0)",20
敗,1,"(468, 450)","(17, 17)","(16, 17)","(0, 0)",20
教,1,"(486, 450)","(17, 17)","(16, 17)","(0, 0)",20
敛,1,"(0, 468)","(17, 17)","(16, 17)","(0, 0)",20
敞,1,"(18, 468)","(17, 17)","(16, 17)","(0, 0)",20
敢,1,"(36, 468)","(17, 17)","(16, 17)","(0, 0)",20
散,1,"(54, 468)","(17, 17)","(16, 17)","(0, 0)",20
敦,1,"(72, 468)","(17, 17)","(16, 17)","(0, 0)",20
敬,1,"(90, 468)","(17, 17)","(16, 17)","(0, 0)",20
数,1,"(108, 468)","(17, 17)","(16, 17)","(0, 0)",20
敲,1,"(126, 468)","(17, 17)","(16, 17)","(0, 0)",20
整,1,"(144, 468)","(17, 17)","(16, 17)","(0, 0)",20
敵,1,"(162, 468)","(17, 17)","(16, 17)","(0, 0)",20
文,1,"(180, 468)","(17, 17)","(16, 17)","(0, 0)",20
斑,1,"(198, 468)","(17, 17)","(16, 17)","(0, 0)",20
斗,1,"(216, 468)","(17, 17)","(16, 17)","(0, 0)",20
料,1,"(234, 468)","(17, 17)","(16, 17)","(0, 0)",20
斜,1,"(252, 468)","(17, 17)","(16, 17)","(0, 0)",20
斤,1,"(270, 468)","(17, 17)","(16, 17)","(0, 0)",20
斥,1,"(288, 468)","(17, 17)","(16, 17)","(0, 0)",20
斧,1,"(306, 468)","(17, 17)","(16, 17)","(0, 0)",20
斩,1,"(324, 468)","(17, 17)","(16, 17)","(0, 0)",20
斬,1,"(342, 468)","(17, 17)","(16, 17)","(0, 0)",20
断,1,"(360, 468)","(17, 17)","(16, 17)","(0, 0)",20
斯,1,"(378, 468)","(17, 17)","(16, 17)","(0, 0)",20
新,1,"(396, 468)","(17, 17)","(16, 17)","(0, 0)",20
方,1,"(414, 468)","(17, 17)","(16, 17)","(0, 0)",20
施,1,"(432, 468)","(17, 17)","(16, 17)","(0, 0)",20
旁,1,"(450, 468)","(17, 17)","(16, 17)","(0, 0)",20
旅,1,"(468, 468)","(17, 17)","(16, 17)","(0, 0)",20
旋,1,"(486, 468)","(17, 17)","(16, 17)","(0, 0)",20
族,1,"(0, 486)","(17, 17)","(16, 17)","(0, 0)",20
无,1,"(18, 486)","(17, 17)","(16, 17)","(0, 0)",20
既,1,"(36, 486)","(17, 17)","(16, 17)","(0, 0)",20
日,1,"(54, 486)","(17, 17)","(16, 17)","(0, 0)",20
旦,1,"(72, 486)","(17, 17)","(16, 17)","(0, 0)",20
旧,1,"(90, 486)","(17, 17)","(16, 17)","(0, 0)",20
旨,1,"(108, 486)","(17, 17)","(16, 17)","(0, 0)",20
早,1,"(126, 486)","(17, 17)","(16, 17)","(0, 0)",20
时,1,"(144, 486)","(17, 17)","(16, 17)","(0, 0)",20
旷,1,"(162, 486)","(17, 17)","(16, 17)","(0, 0)",20
旺,1,"(180, 486)","(17, 17)","(16, 17)","(0, 0)",20
明,1,"(198, 486)","(17, 17)","(16, 17)","(0, 0)",20
昏,1,"(216, 486)","(17, 17)","(16, 17)","(0, 0)",20
易,1,"(234, 486)","(17, 17)","(16, 17)","(0, 0)",20
昔,1,"(252, 486)","(17, 17)","(16, 17)","(0, 0)",20
星,1,"(270, 486)","(17, 17)","(16, 17)","(0, 0)",20
映,1,"(288, 486)","(17, 17)","(16, 17)","(0, 0)",20
春,1,"(306, 486)","(17, 17)","(16, 17)","(0, 0)",20
昧,1,"(324, 486)","(17, 17)","(16, 17)","(0, 0)",20
昨,1,"(342, 486)","(17, 17)","(16, 17)","(0, 0)",20
昭,1,"(360, 486)","(17, 17)","(16, 17)","(0, 0)",20
是,1,"(378, 486)","(17, 17)","(16, 17)","(0, 0)",20
昼,1,"(396, 486)","(17, 17)","(16, 17)","(0, 0)",20
显,1,"(414, 486)","(17, 17)","(16, 17)","(0, 0)",20
時,1,"(432, 486)","(17, 17)","(16, 17)","(0, 0)",20
晃,1,"(450, 486)","(17, 17)","(16, 17)","(0, 0)",20
晓,1,"(468, 486)","(17, 17)","(16, 17)","(0, 0)",20
晕,1,"(486, 486)","(17, 17)","(16, 17)","(0, 0)",20
晚,2,"(0, 0)","(17, 17)","(16, 17)","(0, 0)",20
晤,2,"(18, 0)","(17, 17)","(16, 17)","(0, 0)",20
晨,2,"(36, 0)","(17, 17)","(16, 17)","(0, 0)",20
普,2,"(54, 0)","(17, 17)","(16, 17)","(0, 0)",20
景,2,"(72, 0)","(17, 17)","(16, 17)","(0, 0)",20
晰,2,"(90, 0)","(17, 17)","(16, 17)","(0, 0)",20
晴,2,"(108, 0)","(17, 17)","(16, 17)","(0, 0)",20
晶,2,"(126, 0)","(17, 17)","(16, 17)","(0, 0)",20
智,2,"(144, 0)","(17, 17)","(16, 17)","(0, 0)",20
晾,2,"(162, 0)","(17, 17)","(16, 17)","(0, 0)",20
暂,2,"(180, 0)","(17, 17)","(16, 17)","(0, 0)",20
暖,2,"(198, 0)","(17, 17)","(16, 17)","(0, 0)",20
暗,2,"(216, 0)","(17, 17)","(16, 17)","(0, 0)",20
暧,2,"(234, 0)","(17, 17)","(16, 17)","(0, 0)",20
暮,2,"(252, 0)","(17, 17)","(16, 17)","(0, 0)",20
暴,2,"(270, 0)","(17, 17)","(16, 17)","(0, 0)",20
曲,2,"(288, 0)","(17, 17)","(16, 17)","(0, 0)",20
曳,2,"(306, 0)","(17, 17)","(16, 17)","(0, 0)",20
更,2,"(324, 0)","(17, 17)","(16, 17)","(0, 0)",20
書,2,"(342, 0)","(17, 17)","(16, 17)","(0, 0)",20
曼,2,"(360, 0)","(17, 17)","(16, 17)","(0, 0)",20
曾,2,"(378, 0)","(17, 17)","(16, 17)","(0, 0)",20
替,2,"(396, 0)","(17, 17)","(16, 17)","(0, 0)",20
最,2,"(414, 0)","(17, 17)","(16, 17)","(0, 0)",20
月,2,"(432, 0)","(17, 17)","(16, 17)","(0, 0)",20
